UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-CaryTotal Inventory
40000004544.000000 ,   , Lilywood 25oz , 45 ,   , Giftware  ,  ,  ,  , Swell , 0 , 0 , 2 , 0 , 2
40000004542.000000 ,   , Ocean Blue Shimmer 25oz , 45 ,   , Giftware  ,  ,  ,  , Swell , 0 , 0 , 2 , 0 , 2
