UPC1,Descrption,Price,Category,Sub Category ,Sub Category 2,Sub Category 3 ,Vendor ,GR,GC,VR,VC
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,Slimsations Bottom,54,Apparel,Bottom,,,,1,0,0,0
40000001376,,54,,,,,,0,1,0,0
40000001476,,20,,,,,,0,1,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,1,0,0,0
40000001492,,16,,,,,,0,1,0,0
40000001494,,12,,,,,,1,0,0,0
40000001494,,12,,,,,,0,1,0,0
40000001526,,69,,,,,,1,0,0,0
40000001526,,69,,,,,,0,1,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,1,0,0,0
40000001590,,59,,,,,,0,1,0,0
40000001664,,12,,,,,,0,1,0,0
40000001719,,15,,,,,,1,0,0,0
40000001719,,15,,,,,,1,0,0,0
40000001719,,15,,,,,,1,0,0,0
40000001719,,15,,,,,,0,1,0,0
40000001851,,69,,,,,,1,0,0,0
40000001851,,69,,,,,,1,0,0,0
40000001851,,69,,,,,,1,0,0,0
40000001851,,69,,,,,,1,0,0,0
40000001851,,69,,,,,,1,0,0,0
40000001851,,69,,,,,,0,1,0,0
40000001857,,42,,,,,,0,1,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,1,0,0,0
40000001873,Scoop Neck Tee,12,Apparel,Top,,,,0,1,0,0
40000001938,,14,,,,,,1,0,0,0
40000001938,,14,,,,,,1,0,0,0
40000001938,,14,,,,,,1,0,0,0
40000001938,,14,,,,,,1,0,0,0
40000001938,,14,,,,,,0,1,0,0
40000001940,,34,,,,,,1,0,0,0
40000001975,,18,,,,,,0,1,0,0
40000002008,,18,,,,,,0,1,0,0
40000002012,,56,,,,,,0,1,0,0
40000002290,Asymetrical Tunic,58,Apparel,Top,,,,0,1,0,0
40000002418,,74,,,,,,0,1,0,0
40000002420,,64,,,,,,1,0,0,0
40000002420,,64,,,,,,0,1,0,0
40000002511,,42,,,,,,0,1,0,0
40000002551,,35,,,,,,1,0,0,0
40000002551,,35,,,,,,1,0,0,0
40000002551,,35,,,,,,1,0,0,0
40000002551,,35,,,,,,0,1,0,0
40000002568,,26,,,,,,0,1,0,0
40000002670,,20,,,,,,0,1,0,0
40000002671,,64,,,,,,0,1,0,0
40000002716,,54,,,,,,0,1,0,0
40000002780,,16,,,,,,0,1,0,0
40000002928,,74,,,,,,0,1,0,0
40000002945,,39,,,,,,0,1,0,0
40000002947,,69,,,,,,0,1,0,0
40000002948,,69,,,,,,1,0,0,0
40000002948,,69,,,,,,1,0,0,0
40000002948,,69,,,,,,1,0,0,0
40000002948,,69,,,,,,0,1,0,0
40000002950,,69,,,,,,0,1,0,0
40000002952,,49,,,,,,0,1,0,0
40000002957,,42,,,,,,0,1,0,0
40000002958,,42,,,,,,0,1,0,0
40000002994,,44,,,,,,0,1,0,0
40000002995,,38,,,,,,0,1,0,0
40000002998,,69,,,,,,1,0,0,0
40000002998,,69,,,,,,1,0,0,0
40000002998,,69,,,,,,0,1,0,0
40000003017,,34,,,,,,0,1,0,0
40000003051,,78,,,,,,1,0,0,0
40000003051,,78,,,,,,0,1,0,0
40000003058,,14,,,,,,1,0,0,0
40000003058,,14,,,,,,1,0,0,0
40000003058,,14,,,,,,1,0,0,0
40000003105,,46,,,,,,1,0,0,0
40000003116,,20,,,,,,0,1,0,0
40000003117,,22,,,,,,0,1,0,0
40000003154,,30,,,,,,0,1,0,0
40000003163,,64,,,,,,0,1,0,0
40000003165,,74,,,,,,0,1,0,0
40000003167,,42,,,,,,1,0,0,0
40000003167,,42,,,,,,0,1,0,0
40000003182,,32,,,,,,0,1,0,0
40000003199,,24,,,,,,0,1,0,0
40000003235,,48,,,,,,0,1,0,0
40000003249,,89,,,,,,0,1,0,0
40000003274,,45,,,,,,1,0,0,0
40000003289,,37,,,,,,0,1,0,0
40000003297,,50,,,,,,0,1,0,0
40000003303,,42,,,,,,0,1,0,0
40000003304,,42,,,,,,1,0,0,0
40000003304,,42,,,,,,1,0,0,0
40000003321,,69,,,,,,1,0,0,0
40000003321,,69,,,,,,1,0,0,0
40000003321,,69,,,,,,0,1,0,0
40000003342,,20,,,,,,1,0,0,0
40000003343,,40,,,,,,1,0,0,0
40000003356,,54,,,,,,0,1,0,0
40000003369,,52,,,,,,1,0,0,0
40000003370,,52,,,,,,1,0,0,0
40000003373,,54,,,,,,1,0,0,0
40000003373,,54,,,,,,0,1,0,0
40000003386,,32,,,,,,0,1,0,0
40000003392,,32,,,,,,1,0,0,0
40000003392,,32,,,,,,0,1,0,0
40000003400,,18,,,,,,1,0,0,0
40000003409,,42,,,,,,1,0,0,0
40000003409,,42,,,,,,1,0,0,0
40000003409,,42,,,,,,0,1,0,0
40000003410,,42,,,,,,0,1,0,0
40000003415,,34,,,,,,1,0,0,0
40000003415,,34,,,,,,1,0,0,0
40000003420,,42,,,,,,0,1,0,0
40000003423,,50,,,,,,1,0,0,0
40000003434,,32,,,,,,0,1,0,0
40000003447,,55,,,,,,0,1,0,0
40000003449,,45,,,,,,0,1,0,0
40000003459,,74,,,,,,0,1,0,0
40000003462,,69,,,,,,0,1,0,0
40000003483,,34,,,,,,1,0,0,0
40000003483,,34,,,,,,1,0,0,0
40000003484,,38,,,,,,0,1,0,0
40000003486,,43,,,,,,1,0,0,0
40000003486,,43,,,,,,1,0,0,0
40000003486,,43,,,,,,1,0,0,0
40000003486,,43,,,,,,1,0,0,0
40000003486,,43,,,,,,0,1,0,0
40000003487,,43,,,,,,1,0,0,0
40000003487,,43,,,,,,0,1,0,0
40000003488,,54,,,,,,1,0,0,0
40000003488,,54,,,,,,1,0,0,0
40000003488,,54,,,,,,1,0,0,0
40000003488,,54,,,,,,1,0,0,0
40000003489,,39,,,,,,1,0,0,0
40000003493,,34,,,,,,0,1,0,0
40000003495,,16,,,,,,1,0,0,0
40000003497,,54,,,,,,1,0,0,0
40000003500,,34,,,,,,1,0,0,0
40000003506,,54,,,,,,0,1,0,0
40000003508,,54,,,,,,1,0,0,0
40000003508,,54,,,,,,0,1,0,0
40000003510,,22,,,,,,0,1,0,0
40000003513,,60,,,,,,1,0,0,0
40000003513,,60,,,,,,1,0,0,0
40000003513,,60,,,,,,1,0,0,0
40000003513,,60,,,,,,0,1,0,0
40000003517,,26,,,,,,1,0,0,0
40000003517,,26,,,,,,1,0,0,0
40000003517,,26,,,,,,1,0,0,0
40000003517,,26,,,,,,1,0,0,0
40000003517,,26,,,,,,1,0,0,0
40000003517,,26,,,,,,1,0,0,0
40000003517,,26,,,,,,1,0,0,0
40000003517,,26,,,,,,0,1,0,0
40000003518,,23,,,,,,0,1,0,0
40000003520,,35,,,,,,1,0,0,0
40000003520,,35,,,,,,0,1,0,0
40000003521,,40,,,,,,0,1,0,0
40000003522,,45,,,,,,1,0,0,0
40000003522,,45,,,,,,0,1,0,0
40000003523,,50,,,,,,0,1,0,0
40000003524,,55,,,,,,1,0,0,0
40000003524,,55,,,,,,0,1,0,0
40000003526,,58,,,,,,0,1,0,0
40000003527,,60,,,,,,0,1,0,0
40000003540,,14,,,,,,0,1,0,0
40000003541,,60,,,,,,0,1,0,0
40000003542,,40,,,,,,0,1,0,0
40000003547,,65,,,,,,0,1,0,0
40000003551,,27,,,,,,0,1,0,0
40000003559,,35,,,,,,1,0,0,0
40000003559,,35,,,,,,1,0,0,0
40000003572,,30,,,,,,1,0,0,0
40000003576,,40,,,,,,1,0,0,0
40000003614,,56,,,,,,1,0,0,0
40000003614,,56,,,,,,0,1,0,0
40000003615,,72,,,,,,1,0,0,0
40000003615,,72,,,,,,1,0,0,0
40000003615,,72,,,,,,1,0,0,0
40000003615,,72,,,,,,1,0,0,0
40000003615,,72,,,,,,1,0,0,0
40000003615,,72,,,,,,1,0,0,0
40000003615,,72,,,,,,0,1,0,0
40000003616,,35,,,,,,0,1,0,0
40000003618,,55,,,,,,0,1,0,0
40000003619,,50,,,,,,0,1,0,0
40000003623,,37,,,,,,0,1,0,0
40000003629,Hand Cream,12,Bath/Body ,,,,,0,0,1,0
40000003629,Hand Cream,12,Bath/Body ,,,,,0,0,1,0
40000003629,Hand Cream,12,Bath/Body ,,,,,0,0,1,0
40000003629,Hand Cream,12,Bath/Body ,,,,,0,0,1,0
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003629,Hand Cream,12,Bath/Body,,,,Pacifica,0,0,0,1
40000003630,,38,Bath/Body ,,,,,0,0,1,0
40000003630,,38,Bath/Body ,,,,,0,0,1,0
40000003630,,38,,,,,,0,0,0,1
40000003630,,38,,,,,,0,0,0,1
40000003630,,38,,,,,,0,0,0,1
40000003630,,38,,,,,,0,0,0,1
40000003630,,38,,,,,,0,0,0,1
40000003630,,38,,,,,,0,0,0,1
40000003630,,38,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003631,,19,,,,,,0,0,0,1
40000003636,,58,Apparel,,,,,0,0,0,1
40000003641,,135,Apparel,Top,,,,0,0,0,1
40000003642,,120,Apparel,,,,,0,0,1,0
40000003643,,75,Apparel,,,,,0,0,0,1
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,Footwear ,Sock,,,,0,0,1,0
40000003645,,12,,,,,,0,0,0,1
40000003645,,12,,,,,,0,0,0,1
40000003645,,12,,,,,,0,0,0,1
40000003645,,12,,,,,,0,0,0,1
40000003645,,12,,,,,,0,0,0,1
40000003645,,12,,,,,,0,0,0,1
40000003645,,12,,,,,,0,0,0,1
40000003645,,12,,,,,,0,0,0,1
40000003646,,18,Accessory,Handband,,,Handbands of Hope,0,0,0,1
40000003646,,18,Accessory,Handband,,,Handbands of Hope,0,0,0,1
40000003646,,18,Accessory,Handband,,,Handbands of Hope,0,0,0,1
40000003646,,18,,,,,,0,0,0,1
40000003646,,18,,,,,,0,0,0,1
40000003647,,55,,,,,,0,1,0,0
40000003648,Necklace,20,Accessory,Jewelry,,,,1,0,0,0
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003652,Freaker,12,Giftware,,,,Freaker,0,0,0,1
40000003653,Freaker Feet,18,Footwear ,Socks ,,,Freaker USA ,0,0,1,0
40000003653,Freaker Feet,18,Footwear ,Socks ,,,Freaker USA ,0,0,1,0
40000003653,Freaker Feet,18,Footwear ,Socks ,,,Freaker USA ,0,0,1,0
40000003653,Freaker Feet,18,Footwear ,Socks ,,,Freaker USA ,0,0,1,0
40000003653,Freaker Feet,18,Footware,,,,Freaker,0,0,0,1
40000003653,Freaker Feet,18,Footware,,,,Freaker,0,0,0,1
40000003653,Freaker Feet,18,Footware,,,,Freaker,0,0,0,1
40000003653,Freaker Feet,18,Footware,,,,Freaker,0,0,0,1
40000003653,Freaker Feet,18,Footware,,,,Freaker,0,0,0,1
40000003653,Freaker Feet,18,Footware,,,,Freaker,0,0,0,1
40000003653,Freaker Feet,18,Footware,,,,Freaker,0,0,0,1
40000003654,,85,,,,,,1,0,0,0
40000003654,,85,,,,,,0,1,0,0
40000003657,,100,,,,,,1,0,0,0
40000003657,,100,,,,,,1,0,0,0
40000003657,,100,,,,,,1,0,0,0
40000003657,,100,,,,,,0,1,0,0
40000003659,,100,,,,,,1,0,0,0
40000003659,,100,,,,,,0,1,0,0
40000003660,,59,,,,,,1,0,0,0
40000003660,,59,,,,,,1,0,0,0
40000003660,,59,,,,,,1,0,0,0
40000003660,,69,,,,,,0,1,0,0
40000003661,,85,,,,,,1,0,0,0
40000003661,,85,,,,,,0,1,0,0
40000003663,,69,,,,,,1,0,0,0
40000003663,,69,,,,,,1,0,0,0
40000003665,,69,,,,,,0,1,0,0
40000003669,,27,,,,,,1,0,0,0
40000003669,,27,,,,,,0,1,0,0
40000003670,,12,,,,,,1,0,0,0
40000003670,,12,,,,,,1,0,0,0
40000003670,,12,,,,,,1,0,0,0
40000003670,,12,,,,,,0,1,0,0
40000003681,,14,,,,,,0,0,0,1
40000003681,,14,,,,,,0,0,0,1
40000003681,,14,,,,,,0,0,0,1
40000003683,,10,,,,,,0,0,0,1
40000003683,,10,,,,,,0,0,0,1
40000003683,,10,,,,,,0,0,0,1
40000003683,,10,,,,,,0,0,0,1
40000003684,,6,,,,,,0,0,0,1
40000003684,,6,,,,,,0,0,0,1
40000003684,,6,,,,,,0,0,0,1
40000003684,,6,,,,,,0,0,0,1
40000003684,,6,,,,,,0,0,0,1
40000003684,,6,,,,,,0,0,0,1
40000003685,,6,,,,,,0,0,0,1
40000003685,,6,,,,,,0,0,0,1
40000003685,,6,,,,,,0,0,0,1
40000003685,,6,,,,,,0,0,0,1
40000003685,,6,,,,,,0,0,0,1
40000003685,,6,,,,,,0,0,0,1
40000003693,,10,,,,,,0,0,0,1
40000003693,,10,,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003694,,198,Apparel,,,,,0,0,0,1
40000003695,,178,Apparel,,,,,0,0,1,0
40000003695,,178,Apparel,,,,,0,0,0,1
40000003695,,178,Apparel,,,,,0,0,0,1
40000003698,,143,Apparel,,,,,0,0,1,0
40000003698,,143,Apparel,,,,,0,0,0,1
40000003698,,143,Apparel,,,,,0,0,0,1
40000003698,,143,Apparel,,,,,0,0,0,1
40000003698,,143,Apparel,,,,,0,0,0,1
40000003699,Prima,178,Apparel ,Bottom,Pant,Denim,AG,0,0,1,0
40000003699,Prima,178,Apparel ,Bottom,Pant,Denim,AG,0,0,1,0
40000003699,,178,Apparel,Bottom,,Denim,,0,0,0,1
40000003699,,178,Apparel,Bottom,,Denim,,0,0,0,1
40000003699,,178,Apparel,Bottom,,Denim,,0,0,0,1
40000003700,Slit ,168,Apparel ,Bottom,Pant,Denim,AG,0,0,1,0
40000003700,Slit ,168,Apparel ,Bottom,Pant,Denim,AG,0,0,1,0
40000003700,,168,,,,,,0,0,0,1
40000003700,,168,,,,,,0,0,0,1
40000003700,,168,,,,,,0,0,0,1
40000003700,,168,,,,,,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
40000003702,Roller Parfum,13,Bath/Body,,,,Pacifica,0,0,0,1
