Item,Descrption,Cost,UPC1
       D8699,,-,40000003295
       D9020,,-,40000002303
       D9057,,-,40000002924
       D9227,,-,40000001633
       D9345,,-,40000001761
       D9627,,-,40000003345
       DAP3C,Dapple Croc,$13.60 ,40000003596
       DAP3C,Dapple Croc,$13.60 ,40007746001
       DAP3G,Dapple Giraffe,$13.60 ,40000003595
       DAP3G,Dapple Giraffe,$13.60 ,40007745001
       DH048,,-,40000002316
       DL48A,Denim Tie Dress,$21.90 ,40000004516
       DR273,,-,40000002551
       DR794,,-,40000003187
       E1227,Small Resin Mosaic,$4.80 ,40000003890
       E191G,Arc Hoops Gold,$24.00 ,40007815001
       E191R,Arc Hoops Rose Gold,$24.00 ,40007814001
       E191S,Arc Hoops  Silver,$24.00 ,40007813001
       E6C63,,-,40000002494
       EC439,Tie Dye Top,$14.90 ,40008003001
       EMGC2,,-,40007104001
       EX001,,-,40000002584
       EX901,,-,40000002585
       F002L,,-,40000002659
       F0187,Rainbow Blast,$5.00 ,40007867001
       F0195,Peacock,$5.00 ,40007868001
       F0205,Foxy Lady,$5.00 ,40007872001
       F0254,Tacosaurus,$5.00 ,40007866001
       F0264,Sweater Safari,$5.00 ,40007862001
       F0280,Let Them Eat Cupcakes,$5.00 ,40007865001
       F0281,Celestial Elephant,$5.00 ,40007863001
       F0289,Ice Cream Dream,$5.00 ,40007869001
       F0290,Raining Cats and Dogs,$5.00 ,40007871001
       F0292,Llama Drama,$5.00 ,40007870001
       F0293,Kitty Willows,$5.00 ,40007864001
       F0786,,-,40000001709
       F4179,,-,40000003130
       F4276,,-,40000002838
       FBHT1,,-,40007116001
       FC101,,-,40000002634
       FL886,,-,40000002162
       FO202,,-,40000001547
       FREAK,FreaKEYS,$3.50 ,40007598001
       FRK12,Freaker,$5.50 ,40000003652
       FT892,,-,40000002069
       FW106,,-,40000002256
       FW109,,-,40000003179
       FW110,,-,40000002257
       FW111,,-,40000002073
       FW113,,-,40000003180
       FW6EN,Fuddlewuddle Elephant,$11.35 ,40000003584
       FW6EN,Fuddlewuddle Elephant,$11.35 ,40007742001
       FW6PP,Fuddlewuddle Puppy,$11.35 ,40000003583
       FW6PP,Fuddlewuddle Puppy,$11.35 ,40007741001
       FZAP9,,-,40006872001
       FZCW2,,-,40006865001
       FZFH2,,-,40006874001
       FZHS1,,-,40006863001
       FZID1,,-,40006873001
       FZLD3,,-,40006866001
       FZMD4,,-,40006867001
       FZMS7,,-,40006870001
       FZSP8,,-,40006871001
       G2334,,-,40000001708
       G6200,,-,40000002869
       GGAC1,,-,40007124001
       GGBG8,,-,40007131001
       GGJ36,Necklace 36,-,40000004186
       GGLT2,,-,40007125001
       GPSC1,,-,40007150001
       GPSC2,,-,40007151001
       GPSK1,,-,40007135001
       GPSK2,,-,40007136001
       GPSK3,,-,40007137001
       GPSK4,,-,40007138001
       GPSK5,,-,40007139001
       GPSK6,,-,40007140001
       GPSK7,,-,40007141001
       GPSK8,,-,40007142001
       GPSK9,,-,40007143001
       H0379,,-,40000002685
       H1608,Hayden Cropped Blazer,$15.75 ,40000004634
       H2073,Drapey Maxi Skirt,$11.75 ,40000003902
       H2103,Black Printes Maxi,$13.75 ,40000003900
       H2108,Umgee Dress,$16.75 ,40000004126
       H2122,Open front Lace shirt,$14.75 ,40000003997
       H3116,Hayden Knit Jacket,$17.75 ,40000004636
       H3140,Lace Up Knit Top,$15.60 ,40000003886
       H3345,Hayden Pocket Blouse,$12.75 ,40000004639
       H3502,HAYDEN,$16.75 ,40000004177
       H6206,,-,40004063001
       H6221,,-,40004064001
       HA605,,-,40006345001
       HA607,,-,40006344001
       HABC2,,-,40007173001
       HAGC4,,-,40007175001
       HANC3,,-,40007174001
       HARC5,,-,40007176001
       HBGC3,,-,40007163001
       HCGC6,,-,40007170001
       HCNP1,,-,40007166001
       HFTT2,,-,40000170001
       HM002,,-,40000002587
       HSHat,,$12.00 ,40000003637
       HST01,,-,40001155001
       HST15,,-,40003464001
       HST19,,-,40001154001
       I1267,,-,40000003009
       IT016,,-,40000002848
       J1101,,-,40000002931
       J1200,,-,40000002932
       J1393,,-,40000003323
       J2024,,-,40000002933
       J3521,Alana Cropped MAria Pant,-,40000003955
       J4200,,-,40000003425
       J7235,,-,40000003327
       JCMM7,,-,40007198001
       JG2CF,,-,40006647001
       JL200,,-,40000001987
       JMGC4,,-,40007191001
       JR603,,$58.00 ,40000003714
       JS556,,-,40000002366
       JT270,,-,40000002877
       JT521,PPLA,$32.00 ,40000004331
       K020L,,-,40000003231
       K1009,,-,40000003232
       K2010,Dusty Pink Ruffle/Lace,$14.75 ,40000003899
       K6076,,-,40000003578
       K6077,Open Back Lace Trim Tee,$12.25 ,40000003779
       K6083,Printed Yoke Top,$14.75 ,40000003780
       K6147,,-,40000003568
       K6165,Cut Out Knit Tee,$9.75 ,40000003781
       K6170,Cold Shoulder Tee,$9.75 ,40000003782
       K7206,,-,40000003079
       KD136,,-,40000003510
       KK194,,-,40000003059
       L1075,Fidelity Heatherette Jacket,$116.00 ,40000004388
       L1120,Fidelity Mila Crop,$108.00 ,40000004386
       L1184,,-,40000003347
       L2062,,-,40000003342
       L2793,,-,40000001417
       L3107,,-,40000003305
       L3334,Hem&Thread Grey/Purp Top,$17.00 ,40000003870
       L3372,Hem&Thread Laced Kimono,$16.00 ,40000003871
       L4058,,-,40000003435
       L4066,,$13.75 ,40000003757
       L5018,Floral Prined Top,$13.75 ,40000003940
       L5037,Kori,$15.75 ,40000004257
       LALT2,,-,40007225001
       LAST1,,-,40007224001
       LB034,,-,40000003420
       LB075,,-,40000003371
       LBCM1,,-,40007227001
       LBCM4,,-,40007228001
       LBCM5,,-,40007229001
       LBPP1,,-,40007226001
       LCLC7,,-,40006202001
       LG002,Calf Legging,$6.50 ,40000004042
       LGX02,Calf Legging X,$8.25 ,40000004043
       LK102,,-,40000003087
       M0021,,-,40000002660
       M0056,,-,40000003233
       M0071,Bee's Knees Magnet,$1.00 ,40007955001
       M0073,Fabulous Magnet,$1.00 ,40007956001
       M0087,Big Deal Magnet,$1.00 ,40007957001
       M0098,Laughing Whale Magnet,$1.00 ,40007958001
       M1010,,-,40000002371
       M1020,,-,40000002274
       M1103,,-,40000002450
       M1104,,-,40000002451
       M1114,,-,40000002449
       M1402,,-,40000002434
       M1412,,-,40000002435
       M1517,,-,40000002398
       M1518,,-,40000002399
       M1703,,-,40000002400
       M1705,,-,40000002397
       M2161,Dainty Layer,$22.00 ,40000004125
       M216A,Bead and Leather Bracelet,$21.00 ,40000003959
       M216C,Stretch Bracelet,$21.00 ,40000003960
       M216E,Love Poopy Earrings,$14.00 ,40000004122
       M216F,Love Poopy Earrings,$22.00 ,40000004123
       M216K,Extra Long Multiway Necklace,$34.00 ,40000003961
       M216L,All Gold layering Necklace,$25.00 ,40000003962
       m216m,Layering Necklace with Pendant,$31.00 ,40000003974
       M216S,Statement Necklace,$38.00 ,40000003963
       M2205,,-,40000002856
       M2209,,-,40000002857
       M2210,,-,40000002859
       M2215,,-,40000002858
       M2220,,-,40000002855
       M2221,,-,40000002860
       M2505,,-,40000002725
       M2508,,-,40000002727
       M2510,,-,40000002728
       M2511,,-,40000002729
       M2522,,-,40000002730
       M2562,,-,40000002590
       M2603,,-,40000001590
       M2604,,-,40000001851
       M2615,,-,40000002157
       M2623,,-,40000001526
       M2626,,-,40000001438
       M2626,,-,88535693438
       M2626,,-,88535693439
       M2626,,-,88535693440
       M2626,,-,88535693441
       M2626,,-,88535693442
       M2632,,-,40000002716
       M2638,,-,40000002420
       M2640,,-,40000001980
       M2657,,-,40000002159
       M2659,,-,40000002104
       M2663,,-,40000002105
       M2671,,-,40000002433
       M2673,,-,40000002417
       M2674,,-,40000002418
       M2681,,-,40000002158
       M2682,,-,40000002419
       M2683,,-,40000002672
       M2684,,-,40000002416
       M2687,,-,40000002671
       M2688,,-,40000002674
       M2694,,-,40000002675
       M2695,,-,40000002676
       M2697,,-,40000002673
       M2698,,-,40000002677
       M3070,Olive Wide Bottom Capri,$11.75 ,40000003897
       M3104,,-,40000001848
       M3109,,-,40000001849
       M3117,,-,40000002894
       M3118,,-,40000001850
       M3120,,-,40000002892
       M3123,,-,40000002893
       M3154,Blue Tie Dye Tunis,$13.75 ,40000003895
       M3162,Kaftan Knit Top,$10.75 ,40000003903
       M316C,Love Poppy Brac,$21.00 ,40000004368
       M316J,Love Poppy Neck,$30.00 ,40000004369
       M316L,Love Poppy Neck,$25.00 ,40000004371
       M316N,Love Poppy Neck,$25.00 ,40000004370
       M316O,Love Poppy Neck,$19.00 ,40000004372
       M316S,Love Poppy Neck,$38.00 ,40000004373
       M316T,Love Poppy Neck,$30.00 ,40000004374
       M3201,,-,40000002947
       M3205,,-,40000002951
       M3209,,-,40000001816
       M3213,,-,40000002950
       M3215,,-,40000001817
       M3218,,-,40000002949
       M3308,,-,40000001969
       M3309,,-,40000001966
       M3311,,-,40000001967
       M3323,,-,40000001968
       M3401,,-,40000002998
       M3402,,-,40000001744
       M3409,,-,40000002997
       M3412,,-,40000002999
       M3415,,-,40000003000
       M3418,,-,40000001742
       M3421,,-,40000001743
       M3439,,-,40000002087
       M3442,,-,40000002606
       M3501,,-,40000001965
       M3510,,-,40000001963
       M3516,,-,40000001964
       M3701,,-,40000002948
       M3705,,-,40000002952
       M3706,,-,40000001818
       M4102,,-,40000003320
       M4103,,-,40000002108
       M4105,,-,40000002109
       M4110,,-,40000003322
       M4111,,-,40000002106
       M4114,,-,40000002107
       M4207,,-,40000002267
       M4215,,-,40000002268
       M4220,,-,40000002266
       M4221,,-,40000003166
       M4405,,-,40000003246
       M4412,,-,40000003244
       M4413,,-,40000003245
       M4415,,-,40000003247
       M4501,,-,40000003259
       M4511,,-,40000003260
       M4513,,-,40000002131
       M4520,,-,40000002133
       M4521,,-,40000003258
       M4701,,-,40000003321
       M4702,,-,40000002132
       M4705,,-,40000002110
       M4706,,-,40000002191
       M4707,,-,40000003248
       M4708,,-,40000002240
       M4710,,-,40000003265
       M4711,,-,40000003266
       M5490,Kori Tunic,$14.75 ,40000004035
       M5709,Kori Swing Dress,$15.75 ,40000004362
       M7358,Printed Jumpsuit,$22.25 ,40000004148
       M8607,,$54.00 ,40000003715
       M9001,,-,40000002718
       M9002,,-,40000002717
       M9006,,-,40000002927
       M9014,,-,40000002928
       M9015,,-,40000002929
       M9016,,-,40000002930
       M9021,,-,40000003165
       M9024,,-,40000003164
       M9031,,-,40000003163
       M9038,,-,40000003660
       MB012,Bee's Knees Mini Book,$1.25 ,40007959001
       MB030,Starlet Mini Book,$1.25 ,40007960001
       MB035,Light Tomorrow Mini Book,$1.25 ,40007961001
       MB037,Wuv You Mini Book,$1.25 ,40007962001
       MD008,,-,40000002091
       MD012,,-,40000002203
       MFBBD,,-,40007231001
       MFBNC,,-,40007245001
       MJ126,,-,40000002032
       MM611,Mumu North Shore,$52.00 ,40000004353
       MM628,Mumu Gomez Mini dress,$62.00 ,40000004359
       MM652,Mumu North Shore,$68.00 ,40000004360
       MM660,Mumu Tutti Frutti,$58.00 ,40000004361
       MPCA1,,-,40007246001
       MPGC5,,-,40007248001
       MS007,Happy Elephant Shopper,$3.50 ,40007963001
       MS008,Painted Flowers Shopper,$3.50 ,40007964001
       N1420,Zenzi Bell Pendant,$9.50 ,40000004446
       N1599,Zenzi Mosaic Tile with Tassel,$12.50 ,40000004447
       N2767,,-,40000001668
       N543G,Gold Collar Necklace,$22.00 ,40007819001
       N543S,Silver Collar Necklace,$22.00 ,40007818001
       N547G,Gold Ladder Necklace,$20.00 ,40007817001
       N547S,Silver Ladder Necklace,$20.00 ,40007816001
       N577G,Tusk Lariat,$27.00 ,40007812001
       NB022,Big Deal Notebook,$7.00 ,40007965001
       NB029,With all my Heart Notebook,$7.00 ,40007966001
       NB032,Think in Magic Notebook,$7.00 ,40007967001
       NV393,,-,40000001947
       O0204,,-,40000002588
       OD577,,-,40000002439
       OD745,,-,40000002386
       ODE2O,Odette Ostrich,$14.75 ,40007760001
       P2047,,-,40000001640
       P3029,,-,40000001712
       P3326,,-,40000002292
       P4045,,-,40000001832
       P6660,Print Romper,$24.50 ,40000003938
       P6707,,-,40000002889
       P6782,Everly,$17.50 ,40000004171
       P6819,Everly,$16.50 ,40000004172
       P7008,,-,40000002610
       PCGC8,,-,40007276001
       PCGC9,,-,40007277001
       PCUP2,,-,40007418001
       PG155,,-,40000001997
       PGHB7,,-,40000003155
       PL026,,-,40000003015
       PL102,,-,40000003053
       PL134,Tank Top,$22.00 ,40000003770
       PM373,Tie Back Dress,$34.00 ,40000003920
       PM481,,-,40000003658
       PM849,,-,40000003656
       PMGBD,Birdie Necklace,$5.00 ,40007620001
       PMGCL,Clover Necklace,$5.00 ,40007619001
       PMGLT,Lotus Necklace,$5.00 ,40007618001
       PMGMU,Music Necklace,$5.00 ,40007617001
       PMGPE,Peace Necklace,$5.00 ,40007616001
       PMGQN,Queen Necklace,$5.00 ,40007621001
       PMGSP,Sparkle Necklace,$5.00 ,40007622001
       PMSBE,Bee Necklace,$5.00 ,40007611001
       PMSBK,Bike Necklace,$5.00 ,40007615001
       PMSBT,Birthday Necklace,$5.00 ,40007609001
       PMSCG,Congrats Necklace,$5.00 ,40007610001
       PMSDA,Ballet Dancer Necklace,$5.00 ,40007613001
       PMSFD,Fleur De Lys Necklace,$5.00 ,40007607001
       PMSOW,Owl Necklace,$5.00 ,40007608001
       PMSWB,Wishbone Necklace,$5.00 ,40007612001
       PO229,Lace Extender,$13.40 ,40000004206
       QA554,Bringin' Home Bacon Coin Purse,$2.75 ,40007524001
       QA563,Change is Good Coin Purse,$2.00 ,40007520001
       QA564,Mo Money Mo Prob Coin Purse,$2.00 ,40007521001
       QA566,Big Bucks Coin Purse,$2.00 ,40007522001
       QA568,Penny-Pincher Coin Purse,$2.00 ,40007523001
       QA571,Financial Disaster Coin Purse,$2.00 ,40007519001
       QA744,Super Discrete Pencil Case,$5.25 ,40007526001
       QA751,License Pencil Case,$2.75 ,40007525001
       QQ600,Bitch Slap Germs Hand Sanitizer,$2.75 ,40007492001
       QQ603,Maybe You Touched Hand Sanitizer,$2.75 ,40007491001
       QQ612,Scooping My Poop Hand Sanitizer,$2.75 ,40007490001
       QQ621,Thanks for Holding Back Hand Sanitizer,$2.75 ,40007495001
       QQ624,Shit in the Woods Hand Sanitizer,$2.75 ,40007493001
       QQ625,Hand Sanitizer,$2.75 ,40007494001
       QS200,Hey Flawless Socks,$1.75 ,40007496001
       QS201,Stay Away,$1.75 ,40007481001
       QS202,Women From Vaginas Soap,$1.75 ,40007484001
       QS205,Grace  Dignity Soap,$1.75 ,40007482001
       QS206,Beautiful Day,$1.75 ,40007480001
       QS207,You're Beautiful Socks,$1.75 ,40007497001
       QS211,Stop Demonizing Soap,$1.75 ,40007485001
       QS215,I Don't Like U Soap,$1.75 ,40007483001
       QS218,You Disgust Me Soap,$1.75 ,40007487001
       QS220,Ooh La La Socks,$1.75 ,40007498001
       QS222,Hey Girl Hey Soap,$1.75 ,40007488001
       QS223,I Love You Soap,$1.75 ,40007478001
       QS225,Hellraiser Soap,$1.75 ,40007489001
       QS226,Bitches Get Stuff Done,$1.75 ,40007479001
       QS229,Angel Brand Soap,$1.75 ,40007486001
       R2059,,-,40000001638
       R2066,,-,40000001725
       R2399,,-,40000002694
       R2446,,-,40000002633
       RAZ44,Razmus Bracelet,-,40000004552
       RAZ46,Razmus Bracelet,-,40000004550
       RAZ48,Razmus Bracelet,-,40000004551
       RAZ56,Razmus Bracelet,-,40000004553
       RCSB1,,-,40007344001
       RD131,,-,40000003442
       ROY3K,Cordy Roy Kitten,$11.35 ,40007758001
       RPGC1,,-,40007353001
       RRGC7,,-,40007356001
       S0002,,-,40000003359
       S0012,Rio Denim,$18.80 ,40000003995
       S0030,,-,40000003140
       S1017,,-,40000003311
       S1021,,-,40000003034
       S1028,,-,40000003030
       S2078,Zoa White 3/4 Slve Rnd Neck Top,$35.00 ,40000004650
       S2646,,-,40000001936
       S4030,,-,40000001919
       S6631,,-,40000002785
       S7065,All Over Lace Kimono,$14.75 ,40000003939
       S7272,,-,40000001937
       S8225,,-,40000003174
       S8436,,-,40000003035
       S8438,,-,40000003033
       S9560,,-,40000001634
       SC115,,-,40000002641
       SC116,,-,40000002640
       SE643,,-,40000003514
       SE692,,-,40000001550
       SIR23,Hard Tail TRC1 T Back T,$39.00 ,40000004425
       SIR25,Hard Tail Linen Scoop Back Crew,$29.00 ,40000004427
       SM129,,-,40000002522
       SM226,,-,40000003060
       SQ4KY,Squiggle Kitty,$6.80 ,40000003588
       SQ4KY,Squiggle Kitty,$6.80 ,40007755001
       SQ4PG,Squiggle Piglet,$6.80 ,40007754001
       SQ4PP,Squiggle Puppy,$6.80 ,40007756001
       ST448,,-,40000001511
       ST692,,-,40000001643
       ST707,,-,40000001728
       ST740,,-,40000001828
       STM10,,-,40007368001
       STM11,,-,40007369001
       STM12,,-,40007370001
       STM13,,-,40007371001
       STM14,,-,40007372001
       STM15,,-,40007373001
       STM16,,-,40007374001
       STM17,,-,40007375001
       STM18,,-,40007376001
       STM19,,-,40007377001
       STM20,,-,40007366001
       SW205,,-,40000002074
       SW206,,-,40000002075
       SW208,,-,40000002258
       SW400,Not the Boss Socks,$4.50 ,40007514001
       SW401,Sock Whore Socks,$4.50 ,40007515001
       SW404,You're Beautiful Socks,$4.50 ,40007516001
       SW405,Compulsively Awesome Socks,$4.50 ,40007510001
       SW421,Stay Away From Assholes Socks,$4.50 ,40007508001
       SW422,Hellraiser Socks,$4.50 ,40007499001
       SW423,I Hate Everyone Too Socks,$4.50 ,40007502001
       SW424,My Favorite Salad Socks,$4.25 ,40007504001
       SW428,I Have Vague Feelings Socks,$2.00 ,40007518001
       SW436,Blue Q Socks,$4.50 ,40007503001
       SW437,La-Di-Da Socks,$4.50 ,40007509001
       SW442,Don't Judge Me Socks,$4.50 ,40007500001
       SW445,I Don't Care Socks,$4.50 ,40007501001
       SW452,Morning. No Thanks Socks,$4.50 ,40007517001
       SW457,Asshole Everywhere Socks,$4.50 ,40007513001
       SW459,Cute but Psycho Socks,$4.50 ,40007512001
       SW462,Duchess of Sasstown Socks,$4.50 ,40007511001
       SW615,You Rocketh Socks,$4.25 ,40007505001
       SW616,Thou Art The Bomb Socks,$4.25 ,40007506001
       SW617,Runnin' The World Socks,$4.50 ,40007507001
       SW813,Golf Men's Socks,$5.25 ,40007529001
       SW814,Sunday Men's Socks,$5.25 ,40007528001
       SW815,Video Games Men's Socks,$5.25 ,40007530001
       SW816,BBQ Men's Socks,$5.25 ,40007527001
       SW818,Hark! Brewery Men's Socks,$5.25 ,40007531001
       SY2TH,,-,40007395001
       T0056,,-,40000001425
       T1029,,-,40000002455
       T1030,,-,40000003308
       T1110,,-,40000003344
       T1124,,-,40000001960
       T1153,,-,40000002723
       T1188,,-,40000001434
       T1194,,-,40000001539
       T1234,,-,40000002183
       T1247,,-,40000003348
       T1289,Bamboo Print Top,$16.30 ,40000003875
       T1324,,-,40000003113
       T1341,,-,40000001422
       T1378,,-,40000002098
       T1379,,-,40000003235
       T1399,,-,40000002758
       T1430,Active Basic,$2.75 ,40000004651
       T143A,,-,40000002750
       T1453,,-,40000001442
       T1456,,-,40000001840
       T1457,,-,40000003372
       T1518,,-,40000003277
       T151A,,-,40000002381
       T151S,,-,40000002681
       T1551,,-,40000001956
       T1558,,-,40000001899
       T1582,,-,40000001646
       T1614,,-,40000001808
       T1667,,-,40000001945
       T1668,,-,40000003419
       T1710,,-,40000002112
       T1741,,-,40000001823
       T1826,,-,40000001921
       T1830,,-,40000002369
       T1838,,-,40000001715
       T1843,,-,40000001576
       T1851,,-,40000001984
       T1857,,-,40000001591
       T1860,,-,40000002187
       T1921,,-,40000002016
       T1959,,-,40000002277
       T2050,,-,40000001481
       T2071,,-,40000002376
       T2083,,-,40000001913
       T2088,,-,40000001897
       T2107,,-,40000003148
       T2121,French Terry Cardi with Stripe,$13.00 ,40000004681
       T2148,,-,40000002599
       T2154,,-,40000002579
       T2159,,-,40000001824
       T2161,,-,40000001467
       T2166,,-,40000001821
       T2170,,-,40000002611
       T2194,,-,40000003340
       T2195,,-,40000002517
       T2231,,-,40000001958
       T2236,,-,40000001952
       T2280,,-,40000002185
       T2293,,-,40000003296
       T2324,,-,40000002250
       T2326,,-,40000002735
       T2333,,-,40000001839
       T2334,,-,40000002275
       T2338,,$78.00 ,40000003626
       T2342,,-,40000002409
       T2352,,-,40000003349
       T2368,,-,40000001736
       T2382,Landscape Piko,$10.00 ,40000004237
       T2384,Tropical Piko,$11.00 ,40000004238
       T2408,,-,40000002459
       T2412,,-,40000002460
       T2419,,-,40000003395
       T2429,,-,40000002452
       T2432,,-,40000001713
       T2467,,-,40000003396
       T2485,,-,40000002569
       T2490,,$10.00 ,40000003668
       T2500,Piko Swing Cut Top,$10.50 ,40000004601
       T2593,,-,40000003329
       T2600,,-,40000002914
       T2637,,-,40000002348
       T2638,,-,40000002440
       T2663,,-,40000003107
       T2664,,-,40000002563
       T2670,,-,40000002788
       T2759,,-,40000002791
       T2796,,-,40000002755
       T2799,,-,40000001477
       T2807,,-,40000002805
       T2898,,-,40000003403
       T2902,,-,40005512001
       T2934,PPLA Arrow Wash Tank,$20.00 ,40000004539
       T2985,,-,40000003443
       T3326,,-,40000001858
       T3640,,-,40000002923
       T3708,,-,40000001805
       T3762,PPLA Top,$27.00 ,40000004162
       T3845,,-,40000001461
       T384A,,-,40000003413
       T3881,,-,40000003426
       T3892,L/S 2 Pocket Top,$13.90 ,40000004517
       T4132,,-,40000003427
       T4477,,-,40000001992
       T4547,,-,40000002441
       T4575,,-,40000001890
       T4592,,-,40000001951
       T4833,Top,$13.25 ,40000003923
       T4902,,-,40005515001
       T4959,Ruffle Flare Tank,$16.00 ,40000004145
       T5010,Reign Pintuck Sleeveless,$39.63 ,40000003949
       T5015,Joanna Top,$47.62 ,40000003996
       T5017,Harmony Top,$49.62 ,40000003951
       T5027,,-,40000001943
       T5031,Tangerine Tank,$46.00 ,40000004323
       T5041,Tangerine Tank,$42.00 ,40000004325
       T5081,,-,40000002912
       T5115,Entro,$14.75 ,40000004363
       T5152,,-,40000001714
       T5188,Entro,$18.50 ,40000004364
       T5330,,-,40000001910
       T5478,,-,40000003217
       T5585,,-,40000002711
       T5590,,-,40000003213
       T5611,,-,40000001584
       T5726,,-,40000002361
       T5784,,-,40000002122
       T5858,Entro Black Top,$13.75 ,40000004685
       T5986,Entro Olive Top,$12.75 ,40000004686
       T6125,,-,40000001602
       T6538,Tie Dye Stripe Tank,$38.00 ,40000004151
       T6542,Tart Susannah Top,$48.00 ,40000004401
       T6550,Tart Flora Top,$48.00 ,40000004402
       T6553,Geo Burn Out Top,$38.00 ,40000004152
       T6556,Tart Olympia Top,$54.00 ,40000004403
       T6559,Tart,$54.00 ,40000004250
       T6593,Tart Louis Tank Black,$34.00 ,40000004522
       T6705,,-,40000001468
       T6811,,-,40005513001
       T6992,,-,40000003145
       T7006,,-,40000003067
       T7083,,-,40000001803
       T7298,Tart Adalyn Pant,$58.00 ,40000004404
       T7540,,-,40000002591
       T7629,,-,40000003111
       T7743,,-,40000002180
       T7894,,-,40000002370
       T7926,,-,40000002402
       T7988,,-,40000001820
       T8034,,-,40000002225
       T8207,,-,40000003579
       T8255,,-,40000001496
       T8298,,-,40000001303
       T8619,,-,40000001304
       T8635,,-,40000003310
       T8790,,-,40000003243
       T8828,,-,40000001458
       T8831,,-,40000001498
       T8833,,-,40000001499
       T8955,,$58.00 ,40000003628
       T8966,,-,40000001870
       T9072,,-,40000001795
       T9100,,-,40000001767
       T9210,,-,40000002770
       T9257,,-,40000003343
       T9289,,-,40000003193
       T9341,,-,40000002454
       T9399,,-,40000002334
       T9415,,-,40000003346
       T9560,,-,40000001895
       T9561,Tart Olga Blazer,$68.00 ,40000004406
       T9569,,-,40000003309
       T9582,,-,40000003326
       T9604,,-,40000002897
       T9641,,-,40000002177
       T9663,Scoop Neck Tee,-,40000001873
       T9666,,-,40000001938
       T9685,,-,40000003325
       T9718,,-,40000002887
       T9809,Tart Jacket Black,$68.00 ,40000004525
       T9823,,-,40000002576
       T9842,Tart Angela Vest,$78.00 ,40000004658
       T9846,Tart Blazer Olive,$78.00 ,40000004526
       T9850,,-,40000002120
       T9870,,-,40000002753
       T9906,,-,40000002837
       T9907,,-,40000002890
       T9908,,-,40000002771
       T9925,,-,40000002752
       T9941,,-,40000002772
       TA526,,-,40000002245
       TB118,,-,40000002188
       TB133,,-,40000002387
       TBA01,Padded Tube Top,$4.25 ,40000004045
       TF802,,-,40007439001
       TK591,,-,40000002696
       TK852,,-,40000002695
       TK872,,-,40000002632
       TO3SH,Toothie Shark,$11.35 ,40000003589
       TO3SH,Toothie Shark,$11.35 ,40007757001
       TORS8,,-,40000002650
       TY001,,-,40000001999
       UD923,,-,40000003074
       UNZIP,Unzipped Glass Bag,$10.50 ,40007603001
       UT576,,-,40000002917
       V2142,,-,40000003339
       VBOW4,,-,40006913001
       VBRC5,,-,40007428001
       VBRC6,,-,40007429001
       VJ$20,Jewelry,-,40000004046
       VPWS1,,-,40007417001
       W0002,Owl Watch,$4.50 ,40007851001
       W0007,Breakfast,$4.50 ,40007856001
       W0015,Yum Toast,$4.50 ,40007857001
       W0040,Leopard,$4.50 ,40007852001
       W0042,Love Bunny,$4.50 ,40007873001
       W0043,Birthday Cat,$4.50 ,40007850001
       W0048,Florida,$4.50 ,40007860001
       W0053,Mr. Fox,$4.50 ,40007858001
       W0055,Pink Pug,$4.50 ,40007855001
       W0056,Hotdogs,$4.50 ,40007859001
       W0071,Catcus,$4.50 ,40007854001
       W0072,Uni-Camo,$4.50 ,40007853001
       W0074,Pump It Up,$4.50 ,40007861001
       W0782,,-,40000001419
       WA018,,-,40000002665
       WB3FN,Woodland Fox,$10.00 ,40000003592
       WB3FN,Woodland Fox,$10.00 ,40007739001
       WBLBG,Large Butterfly Garland,$9.00 ,40007772001
       WBMBG,Medium Butterfly Garland,$7.08 ,40007771001
       WBSBG,Small Butterfly Garland,$5.00 ,40007770001
       WFRW8,,-,40007445001
       WG122,WG122,-,8.05325E+12
       WG123,WG123,-,8.05325E+12
       WG124,WG124,-,8.05325E+12
       WGI01,WGI01,-,8.05325E+12
       WGI02,WGI02,-,8.05325E+12
       WGI03,WGI03,-,8.05325E+12
       WGI10,WGI10,-,8.05325E+12
       WGI20,WGI20,-,8.05325E+12
       WI973,,-,40000003228
       WOL01,WOL01,-,8.05833E+12
       WOL02,WOL02,-,8.05833E+12
       WOL03,WOL03,-,8.05833E+12
       WOL04,WOL04,-,8.05833E+12
       WOL05,WOL05,-,8.05833E+12
       WOL06,WOL06,-,8.05833E+12
       WWGC1,,-,40007442001
       X2731,,-,40000002515
       X2F15,,-,40000003131
       X4A66,,-,40000002918
       X4J58,,-,40000003132
       XLS01,,-,40000002149
       XP054,,-,40000001664
       XP057,,-,40000001927
       XP220,,-,40000001926
       XP247,,-,40000003036
       XP544,,-,40000003133
600,,-,40005772001
708,,-,
1400,,-,40000001098
1602,,-,40000000081
2101,,-,40000000082
2500,,-,40005990001
2503,,-,40000000628
2901,,-,40000000831
2903,,-,40000000832
3600,,-,40000000791
4027,,-,40000000629
5008,,-,40000000084
6207,,-,40000000072
6400,,-,40000000870
6501,,-,40006148001
8701,,-,40000001043
8901,,-,40000000077
8916,,-,40000000078
9100,,-,40000000477
12900,,-,40005539001
18001,,-,40000000625
19216,,-,40000001237
31202,,-,40005709001
32313,Wilt Grey/Rust Shrunken Tank,$39.00 ,40000004476
32583,Shrunken 3/4 Sleeve,$40.00 ,40000003805
32585,Wilt Blue/Putty Vintage V-Neck,$43.00 ,40000004477
