UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-CaryTotal Inventory
40000002008 ,   ,  , 18 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002012 ,   ,  , 56 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002290 ,   , Asymetrical Tunic , 58 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002418 ,   ,  , 74 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002420 ,   ,  , 64 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002511 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002551 ,   ,  , 35 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002568 ,   ,  , 26 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002670 ,   ,  , 20 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002671 ,   ,  , 64 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002716 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002780 ,   ,  , 16 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002928 ,   ,  , 74 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002945 ,   ,  , 39 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002947 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002948 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002950 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002952 ,   ,  , 49 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002957 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002958 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002994 ,   ,  , 44 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002995 ,   ,  , 38 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002998 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003017 ,   ,  , 34 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003051 ,   ,  , 78 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003116 ,   ,  , 20 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003117 ,   ,  , 22 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003154 ,   ,  , 30 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003163 ,   ,  , 64 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003165 ,   ,  , 74 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003167 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003182 ,   ,  , 32 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003199 ,   ,  , 24 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003235 ,   ,  , 48 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003249 ,   ,  , 89 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003289 ,   ,  , 37 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003297 ,   ,  , 50 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003303 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003321 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003356 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003373 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003386 ,   ,  , 32 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003392 ,   ,  , 32 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003409 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003410 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003420 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003434 ,   ,  , 32 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003447 ,   ,  , 55 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003449 ,   ,  , 45 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003459 ,   ,  , 74 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003462 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003484 ,   ,  , 38 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003486 ,   ,  , 43 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003487 ,   ,  , 43 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003493 ,   ,  , 34 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003506 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003508 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003510 ,   ,  , 22 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003513 ,   ,  , 60 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003517 ,   ,  , 26 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003518 ,   ,  , 23 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003520 ,   ,  , 35 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003521 ,   ,  , 40 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003522 ,   ,  , 45 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003523 ,   ,  , 50 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003524 ,   ,  , 55 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003526 ,   ,  , 58 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003527 ,   ,  , 60 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003540 ,   ,  , 14 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003541 ,   ,  , 60 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003542 ,   ,  , 40 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003547 ,   ,  , 65 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003551 ,   ,  , 27 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003614 ,   ,  , 56 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003615 ,   ,  , 72 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003616 ,   ,  , 35 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003618 ,   ,  , 55 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003619 ,   ,  , 50 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003623 ,   ,  , 37 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003647 ,   ,  , 55 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003654 ,   ,  , 85 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003657 ,   ,  , 100 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003659 ,   ,  , 100 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003660 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003661 ,   ,  , 85 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003665 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003669 ,   ,  , 27 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003670 ,   ,  , 12 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003707 ,   ,  , 49 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003708 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003718 ,   ,  , 12 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003719 ,   ,  , 44 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003742 ,   ,  , 25 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003753 ,   ,  , 39 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003754 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003756 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003758 ,   , Piko Dress , 28 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003763 ,   , Khaki/White Tank , 48 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003764 ,   , Black/White Stripes Away , 48 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003765 ,   , White Jet Set Linen , 58 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003799 ,   , Natural Wedge , 39 ,   , Footwear ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003800 ,   , Denim Sandel , 19 ,   , Footwear ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003801 ,   , Beige Wedge , 39 ,   , Footwear ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003811 ,   , Distressed Denim Shorts , 31 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003829 ,   , Piko Tank , 24 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003830 ,   , White Vest , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003833 ,   , Turq/Navy Print Maxi , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003834 ,   , Taupe/Melon Maxi , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003835 ,   , Turq/Wht Dress , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003843 ,   , Black Top , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003845 ,   , Pink Tye Dye , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003847 ,   , Peacock Top , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003852 ,   , Coral Top , 46 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003857 ,   , Navy Print Blouse , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003862 ,   , Navy Top , 52 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003863 ,   , Spring Purple Top , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003864 ,   , Black Top , 44 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003867 ,   , Ash Blonde Top , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003868 ,   , Doe & Rae Dressw , 52 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003869 ,   , Hem&Thread Mixed Print Dress , 44 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003870 ,   , Hem&Thread Grey/Purp Top , 45 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003896 ,   , Coral High Low , 28 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003900 ,   , Black Printes Maxi , 37 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003901 ,   , Tie up Top with Lace , 39 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003906 ,   , Dust Pink Cover , 27 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003919 ,   , Wide Strap Wrap Dress , 94 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003921 ,   , Layered Tunic , 84 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003922 ,   , Dress , 99 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003927 ,   , Tank Strap Dress , 84 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003938 ,   , Print Romper , 68 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003939 ,   , All Over Lace Kimono , 43 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003940 ,   , Floral Prined Top , 39 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003942 ,   , Beach Wrap , 20 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003953 ,   , Asymmetrical Sandal , 24 ,   , Footwear ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003954 ,   , Chambray Pant , 69 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003957 ,   , Flower Print Top , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003958 ,   , Asymmetrical Lace Tank , 37 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003966 ,   , Navy/Print , 58 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003971 ,   , Mint Dress , 62 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003972 ,   , Mint Dress , 62 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003991 ,   , 3/4 Sleeve Top , 69 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003993 ,   , Black and White , 52 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003994 ,   , Printed Island , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003995 ,   , Rio Denim , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003997 ,   , Open front Lace shirt , 39 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003999 ,   , Crew Neck Slvls Top , 96 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004001 ,   , Sky diver Lace , 74 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004002 ,   , Layered Top , 98 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004004 ,   , Sleeveless Blouse , 98 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004006 ,   , Cha Cha Dress , 120 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004007 ,   , 2 Way Sweater , 98 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004024 ,   , Tan Strap Sandal , 32 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004029 ,   , V Neck Long Tunic , 58 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004037 ,   , Nine Planet Dark , 42 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004038 ,   , Nine Planet Dark , 42 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004039 ,   , Ruching Front Cami Bra , 15 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004040 ,   , Racerback Cami Bra , 18 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004041 ,   , Basic Camisole , 18 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004042 ,   , Calf Legging , 18 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004043 ,   , Calf Legging X , 26 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004044 ,   , Lace Tube Top , 16 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004056 ,   , Maxi Skirt , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004091 ,   , Blue/White Top , 38 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004092 ,   , Blue/White Top , 38 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004098 ,   , Mutliples Top , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004099 ,   , Slimsations Bottom , 59 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004100 ,   , Slimsations Bottom , 69 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004103 ,   , Slimsations Bottom , 54 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004118 ,   , Red Print Chain , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004126 ,   , Umgee Dress , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004128 ,   , Isel Camel Aspen Top , 59 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004129 ,   , SKY TOP ISLE , 59 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004130 ,   , DOTS DRESS ISLE , 89 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004131 ,   , DENIM RUFFLES , 29 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004135 ,   , PEACH LOVE LACE , 46 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004137 ,   , TIEDIE BLOUSE , 56 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004139 ,   , STRIPE POMPOM , 39 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004141 ,   , JADE DOTS , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004142 ,   , PINK PRINT , 46 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004143 ,   , NAVY STRIPES , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004144 ,   , WHITE SCALLOP , 41 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004146 ,   , Denim Shorts , 39 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004148 ,   , Printed Jumpsuit , 54 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004170 ,   , Everly , 48 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004176 ,   , Blush Noir , 48 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004177 ,   , HAYDEN , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004198 ,   , Palazzo Pant , 124 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004200 ,   , Ruffled Dress , 122 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004205 ,   , Laundered Sateen Top , 64 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004206 ,   , Lace Extender , 42 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004210 ,   , Cap Sleeve Multi Print , 59 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004211 ,   , Layers Top , 88 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004229 ,   , Woven Sleeveless Top , 54 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004232 ,   , Woven Dress , 58 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004237 ,   , Landscape Piko , 30 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004238 ,   , Tropical Piko , 30 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004265 ,   , Lush Dress , 49 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004269 ,   , Gigis Handbag , 29 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004270 ,   , Gigis Handbag , 59 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004272 ,   , Gigis Handbag , 52 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004273 ,   , Gigis Handbag , 39 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004274 ,   , Gigis Handbag , 52 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004275 ,   , Gigis Handbag , 45 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004276 ,   , Gigis Handbag , 39 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004277 ,   , Gigis Handbag , 42 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004278 ,   , Gigis Handbags , 39 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004280 ,   , Gigis Handbag , 54 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004282 ,   , Gigis Handbag , 59 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004283 ,   , Gigis Handbag , 59 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004284 ,   , Gigis Handbag , 59 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004287 ,   , Gigis Handbag , 24 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004289 ,   , Gigis Handbag , 64 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004290 ,   , Gigis Handbag , 39 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004291 ,   , Gigis Handbag , 29 ,   , Accessory ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004299 ,   , Distressed Crop , 79 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004300 ,   , White Flare , 69 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004301 ,   , Destroyed Flare , 79 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004302 ,   , Blu Pepper , 39 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004303 ,   , Blu Pepper , 39 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004317 ,   , Caramela Lace Top , 42 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004318 ,   , Caramela Blush Top , 42 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000004319 ,   , Caramela Peach/Orange Top , 42 ,   , Apparel ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
