UPC1, Item, Descrption, Cost, Price, Category, SubCategory, SubCategory2, SubCategory3, Vendor, GR, GC, VR, VC, Total Inventory
40007101001,      CPWSH6,J Washed,-,,,,,,,,,,,
40007102001,   , Felt Bird House ,0,30, Giftware ,  ,  ,  ,  ,0,0,0,1,1
40007102001,      DAIBH2,Felt Bird House,-,,,,,,,,,,,
40007103001,   , V light ,0,175, Apparel , Top ,  ,  ,  ,0,0,0,1,1
40007103001,      EMVLT2,V light,-,,,,,,,,,,,
40007104001,       EMGC2,All Gift Card,-,,,,,,,,,,,
40007105001,      ESCRD1,Greeting Cards,-,,,,,,,,,,,
40007106001,     EJGHRN1,Gold Horn Necklace,-,,,,,,,,,,,
40007107001,   , Anorak Blue ,0,130, Apparel , Outerwear , Raincoat ,  , Filmore Anorak  ,0,0,0,1,1
40007107001,     FMANBL1,Anorak Blue,-,,,,,,,,,,,
40007108001,   , Anorak Red ,0,130, Apparel , Outerwear , Raincoat ,  , Filmore Anorak  ,0,0,0,2,2
40007108001,     FMANRD2,Anorak Red,-,,,,,,,,,,,
40007109001,   , Anorak Olive ,0,130, Apparel , Outerwear , Raincoat ,  , Filmore Anorak  ,0,0,0,1,1
40007109001,     FMANOL3,Anorak Olive,-,,,,,,,,,,,
40007110001,     FMANDG4,Anorak Dk. Gray,-,,,,,,,,,,,
40007111001,   , Anorak Brown ,0,130, Apparel , Outerwear , Raincoat ,  , Filmore Anorak  ,0,0,0,2,2
40007111001,     FMANBR5,Anorak Brown,-,,,,,,,,,,,
40007112001,   , Anorak Lt. Gray ,0,130, Apparel , Top ,  ,  ,  ,0,0,1,0,1
40007112001,     FMANLG6,Anorak Lt. Gray,-,,,,,,,,,,,
40007113001,   , Anorak Teal ,0,130, Apparel , Outer Wear , Jacket  ,  ,  ,0,0,2,0,2
40007113001,     FMANTL7,Anorak Teal,-,,,,,,,,,,,
40007114001,   , Mason Jar Qt. White ,0,24, Dicor ,  ,  ,  ,  ,0,0,0,1,1
40007114001,      FEMJW1,Mason Jar Qt. White,-,,,,,,,,,,,
40007115001,   , Tiny Bowl ,0,3, Giftware ,  ,  ,  , Fishes Eddy  ,0,0,0,1,1
40007115001,7962,Tiny Bowl,-,,,,,,,,,,,
40007116001,       FBHT1,Hair Ties,-,,,,,,,,,,,
40007117001,   , Pocket Party ,0,12, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,4,4
40007117001,      FPCKP1,Pocket Party,-,,,,,,,,,,,
40007118001,   , Beer Bands ,0,10, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,3,3
40007118001,      FBBND2,Beer Bands,-,,,,,,,,,,,
40007119001,      FBPEN3,Borrow Pens,-,,,,,,,,,,,
40007120001,   , Salt and Magic ,0,10, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,1,1
40007120001,      FSMGC4,Salt and Magic,-,,,,,,,,,,,
40007121001,      FCNDB5,Candelabra,-,,,,,,,,,,,
40007122001,     FTBNNA6,Top Banana,-,,,,,,,,,,,
40007123001,      FPLNG7,Plunger,-,,,,,,,,,,,
40007124001,   , Arm Candy ,0,6, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,1,1
40007124001,       GGAC1,Arm Candy,-,,,,,,,,,,,
40007125001,   , Letter Tattoo ,0,6, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,2,2
40007125001,       GGLT2,Letter Tattoo,-,,,,,,,,,,,
40007126001,     GGUNIS3,Unicorn Sharpener,-,,,,,,,,,,,
40007127001,   , Cocktail Rings ,0,8, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,1,1
40007127001,     GGCRGS4,Cocktail Rings,-,,,,,,,,,,,
40007128001,      GGKYT5,Key'tars',-,,,,,,,,,,,
40007129001,   , ZombiKeys ,0,6, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,2,2
40007129001,      GGZKY6,ZombiKeys,-,,,,,,,,,,,
40007130001,   , Zombie Family ,0,8, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,1,1
40007130001,      GGZFS7,Zombie Family,-,,,,,,,,,,,
40007131001,       GGBG8,Beer Goggles,-,,,,,,,,,,,
40007132001,   , Googley Eye Clip ,0,3, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,1,1
40007132001,      GGGEC9,Googley Eye Clip,-,,,,,,,,,,,
40007133001,      GGHH10,Hamburger Hamper,-,,,,,,,,,,,
40007134001,   , Burger Flipper ,0,20, Giftware ,  ,  ,  , Fred&Friends ,0,0,0,1,1
40007134001,     GGBFLP1,Burger Flipper,-,,,,,,,,,,,
40007135001,   , Bacon Knee Socks ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,2,4,6
40007135001,       GPSK1,Bacon Knee Socks,-,,,,,,,,,,,
40007136001,   , Vodka Knee Socks ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,1,5,6
40007136001,       GPSK2,Vodka Knee Socks,-,,,,,,,,,,,
40007137001,   , Donuts Knee Socks ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,2,1,3
40007137001,       GPSK3,Donuts Knee Socks,-,,,,,,,,,,,
40007138001,       GPSK4,Coffee Knee Socks,-,,,,,,,,,,,
40007139001,   , Naughty Knee Socks ,0,12, Footwear , Socks ,  ,  ,  ,0,0,0,2,2
40007139001,       GPSK5,Naughty Knee Socks,-,,,,,,,,,,,
40007140001,   , Candy Knee Socks ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,4,8,12
40007140001,       GPSK6,Candy Knee Socks,-,,,,,,,,,,,
40007141001,       GPSK7,Sugar Knee Socks,-,,,,,,,,,,,
40007142001,   , Beer Knee Socks ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,2,3,5
40007142001,       GPSK8,Beer Knee Socks,-,,,,,,,,,,,
40007143001,   , Bride Knee Socks ,0,12, Footwear , Socks ,  ,  ,  ,0,0,0,1,1
40007143001,       GPSK9,Bride Knee Socks,-,,,,,,,,,,,
40007144001,   , Brat Knee Socks ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,3,0,3
40007144001,      GPSK10,Brat Knee Socks,-,,,,,,,,,,,
40007145001,   , Geek Knee Socks ,0,12, Footwear , Socks ,  ,  ,  ,0,0,0,6,6
40007145001,      GPSK11,Geek Knee Socks,-,,,,,,,,,,,
40007146001,   , Wicked Knee Socks ,0,12, Footwear , Socks ,  ,  ,  ,0,0,0,2,2
40007146001,      GPSK12,Wicked Knee Socks,-,,,,,,,,,,,
40007147001,   , Redneck Knee Socks ,0,12, Footwear , Socks ,  ,  ,  ,0,0,0,4,4
40007147001,      GPSK13,Redneck Knee Socks,-,,,,,,,,,,,
40007148001,   , Waffles Knee Socks ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,2,8,10
40007148001,      GPSK14,Waffles Knee Socks,-,,,,,,,,,,,
40007149001,      GPSK15,Pickles Knee Socks,-,,,,,,,,,,,
40007150001,   , Beer Crew Socks ,0,10, Footwear , Socks ,  ,  ,  ,0,0,0,4,4
40007150001,       GPSC1,Beer Crew Socks,-,,,,,,,,,,,
40007151001,   , MILF Crew Socks ,0,10, Footwear , Socks ,  ,  ,  ,0,0,0,1,1
40007151001,       GPSC2,MILF Crew Socks,-,,,,,,,,,,,
40007152001,   , Ninja Knee Sock ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,2,2,4
40007152001,     GPSNIN4,Ninja Knee Sock,-,,,,,,,,,,,
40007153001,   , Coffee Knee Socks ,0,12, Footwear , Socks ,  ,  ,  ,0,0,0,2,2
40007153001,      GPSCFF,Coffee Knee Socks,-,,,,,,,,,,,
40007154001,   , Dork Knee Sock ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,2,1,3
40007154001,      GPSDRK,Dork Knee Sock,-,,,,,,,,,,,
40007155001,      GPSWNO,Wino Crew Socks,-,,,,,,,,,,,
40007156001,   , Whiskey ,0,12, Footwear  , Sock ,  ,  ,  ,0,0,2,1,3
40007156001,     GPSWSKY,Whiskey,-,,,,,,,,,,,
40007157001,     GPSTCO2,Tacos Crew Sock,-,,,,,,,,,,,
40007158001,      GPSK16,Happy Knee Socks,-,,,,,,,,,,,
40007159001,      HTCUN4,CrossUnder,-,,,,,,,,,,,
40007160001,      HTLEG1,Legging Workout,-,,,,,,,,,,,
40007161001,     HZLIDR4,Ivory Dress,-,,,,,,,,,,,
40007162001,   , Boxed Cards ,0,15, Stationary  ,  ,  ,  ,  ,0,0,0,2,2
40007162001,     HBBXCD4,Boxed Cards,-,,,,,,,,,,,
40007163001,       HBGC3,All Gift Card,-,,,,,,,,,,,
40007164001,      HCTMG1,Travel Mug - DRAMA,-,,,,,,,,,,,
40007165001,      HCTMG2,Travel Mug - Dangerous,-,,,,,,,,,,,
40007166001,       HCNP1,Note Pads,-,,,,,,,,,,,
40007167001,      HC8X81,Canvas 8x8,-,,,,,,,,,,,
40007168001,     HCGLND1,Glinda Art,-,,,,,,,,,,,
40007169001,   , Canvas 6x9 ,0,50, Dicor , Dictionary Art ,  ,  ,  ,0,0,0,2,2
40007169001,      HC6x9C,Canvas 6x9,-,,,,,,,,,,,
40007170001,       HCGC6,All Gift Card,-,,,,,,,,,,,
40007171001,   , Totes ,0,16, Accessory  ,  ,  ,  ,  ,0,0,1,0,1
40007171001,     HSNCT16,Totes,-,,,,,,,,,,,
40007172001,   , Baseball Tee ,0,30,  ,  ,  ,  ,  ,0,0,0,1,1
40007172001,      HABBT1,Baseball Tee,-,,,,,,,,,,,
40007173001,   , Blue Crew ,0,24, Apparel ,  ,  ,  ,  ,0,0,3,1,4
40007173001,       HABC2,Blue Crew,-,,,,,,,,,,,
40007174001,   , Navy Crew ,0,24,  ,  ,  ,  ,  ,0,0,0,1,1
40007174001,       HANC3,Navy Crew,-,,,,,,,,,,,
40007175001,   , Green Crew ,0,24, Apparel ,  ,  ,  ,  ,0,0,1,0,1
40007175001,       HAGC4,Green Crew,-,,,,,,,,,,,
40007176001,   , Red Crew ,0,24,  ,  ,  ,  ,  ,0,0,0,1,1
40007176001,       HARC5,Red Crew,-,,,,,,,,,,,
40007177001,      HALSG6,LS Grey,-,,,,,,,,,,,
40007178001,   , SS Grey ,0,24, Apparel ,  ,  ,  ,  ,0,0,1,1,2
40007178001,      HASSG7,SS Grey,-,,,,,,,,,,,
40007179001,      HATHT8,Trucker Hat,-,,,,,,,,,,,
40007180001,     HACSTK9,Car Sticker,-,,,,,,,,,,,
40007181001,   , Coffee Mug ,0,12,  ,  ,  ,  ,  ,0,0,0,2,2
40007181001,      HACMG1,Coffee Mug,-,,,,,,,,,,,
40007182001,        H1WH,White,-,,,,,,,,,,,
40007183001,      H1PLOV,Pullover Charcoal,-,,,,,,,,,,,
40007184001,     HPLSLS7,Scarlett LS,-,,,,,,,,,,,
40007185001,     IMMPCS8,Pencil Case,-,,,,,,,,,,,
40007186001,   , Coin Purse ,0,12,  ,  ,  ,  ,  ,0,0,0,3,3
40007186001,      IMMCP6,Coin Purse,-,,,,,,,,,,,
40007187001,    IMMCSMP1,Cosmetic Pouch,-,,,,,,,,,,,
40007188001,    IMMCSMB1,Cosmetic Bag,-,,,,,,,,,,,
40007189001,   , Fox Deer Pillows ,0,40, Dicor , Pillow ,  ,  ,  ,0,0,0,1,1
40007189001,      IMMPW1,Fox Deer Pillows,-,,,,,,,,,,,
40007190001,      IMMST1,Serving Tray,-,,,,,,,,,,,
40007191001,       JMGC4,All Gift Card,-,,,,,,,,,,,
40007192001,      JCELE1,Elephant,-,,,,,,,,,,,
40007193001,      JCFRG2,Frog,-,,,,,,,,,,,
40007194001,     JCREIN3,Reindeer,-,,,,,,,,,,,
40007195001,   , Mini Horse ,0,12, Giftware , Stuffed Animal ,  ,  , Jelly Cat ,0,0,0,1,1
40007195001,      JCMHR4,Mini Horse,-,,,,,,,,,,,
40007196001,      JCMDG5,Mini Dog,-,,,,,,,,,,,
40007197001,      JCMHP6,Mini Hippo,-,,,,,,,,,,,
40007198001,       JCMM7,Mini Mouse,-,,,,,,,,,,,
40007199001,   , Mini Duck ,0,12, Giftware , Stuffed Animal ,  ,  , Jellycats ,0,0,0,1,1
40007199001,      JCMDK8,Mini Duck,-,,,,,,,,,,,
40007200001,   , Gorilla ,0,22, Giftware  , Stuffed Animal  ,  ,  , Jelly Cat ,0,0,1,0,1
40007200001,      JCGOR9,Gorilla,-,,,,,,,,,,,
40007201001,      JCDER1,Deer,-,,,,,,,,,,,
40007202001,      JCCBR2,Cocoa Bear,-,,,,,,,,,,,
40007203001,      JCLDG3,Lg. Dog,-,,,,,,,,,,,
40007204001,   , Pink Bunny ,0,22, Giftware , Stuffed Animal ,  ,  , Jelly Cats  ,0,0,0,1,1
40007204001,      JCPBN4,Pink Bunny,-,,,,,,,,,,,
40007205001,   , Dragon ,0,22, Accessory  ,  ,  ,  ,  ,0,0,1,2,3
40007205001,      JCDRG5,Dragon,-,,,,,,,,,,,
40007206001,   , Lavendar Bunny ,0,22, Giftware , Stuffed Animal ,  ,  , Jelly Cat ,0,0,0,1,1
40007206001,      JCLBN6,Lavendar Bunny,-,,,,,,,,,,,
40007207001,      JCPPP7,Patch Puppy,-,,,,,,,,,,,
40007208001,   , Pistachio Bunny ,0,22, Giftware , Stuffed Animal ,  ,  , Jelly Cats  ,0,0,0,1,1
40007208001,      JCPBN8,Pistachio Bunny,-,,,,,,,,,,,
40007209001,      JCLMB9,Lamb,-,,,,,,,,,,,
40007210001,      JCKCL1,Kitty Calico,-,,,,,,,,,,,
40007211001,      JCHBR2,Honey Bear,-,,,,,,,,,,,
40007212001,     JKBLT65,Belt,-,,,,,,,,,,,
40007213001,   , Leggings ,0,48, Apparel , Bottom ,  ,  ,  ,0,0,0,8,8
40007213001,     JOELGB1,Leggings,-,,,,,,,,,,,
40007214001,     JWCABL9,Carnation Blouse,-,,,,,,,,,,,
40007215001,        K8ST,8  Silver Taper,-,,,,,,,,,,,
40007216001,     K11.5ST,11.5  Silver Taper,-,,,,,,,,,,,
40007217001,      KNNCK1,Necklace,-,,,,,,,,,,,
40007218001,      KNEAR2,Earrings,-,,,,,,,,,,,
40007219001,      KJEWL3,Jewelry Classic,-,,,,,,,,,,,
40007220001,   , Animal Kingdom Cards ,0,15, Stationary  , Greeting Cards ,  ,  ,  ,0,0,0,3,3
40007220001,51495,Animal Kingdom Cards,-,,,,,,,,,,,
40007221001,514955,Animal Colorbook,-,,,,,,,,,,,
40007222001,   , Tropical Colorbook ,0,15, Stationary  ,  ,  ,  ,  ,0,0,0,4,4
40007222001,51149,Tropical Colorbook,-,,,,,,,,,,,
40007223001,   , Fashion Book ,0,20, Stationary  ,  ,  ,  ,  ,0,0,0,3,3
40007223001,51955,Fashion Book,-,,,,,,,,,,,
40007224001,   , Small Tile ,0,45, Giftware ,  ,  ,  ,  ,0,0,0,2,2
40007224001,       LAST1,Small Tile,-,,,,,,,,,,,
40007225001,       LALT2,Large Tile,-,,,,,,,,,,,
40007226001,       LBPP1,Pencil Pouch,-,,,,,,,,,,,
40007227001,       LBCM1,Cosmetic Medium,-,,,,,,,,,,,
40007228001,   , Cosmetic Bag - Medium ,0,18, Accessory  ,  ,  ,  ,  ,0,0,0,1,1
40007228001,       LBCM4,Cosmetic Bag - Medium,-,,,,,,,,,,,
40007229001,       LBCM5,Cosmetic Bag - Large,-,,,,,,,,,,,
40007230001,        MFBA,A,-,,,,,,,,,,,
40007231001,       MFBBD,B/D,-,,,,,,,,,,,
40007232001,        MFBC,C,-,,,,,,,,,,,
40007233001,        MFBF,F,-,,,,,,,,,,,
40007234001,        MFBH,H,-,,,,,,,,,,,
40007235001,        MFBJ,J,-,,,,,,,,,,,
40007236001,        MFBK,K,-,,,,,,,,,,,
40007237001,        MFBL,L,-,,,,,,,,,,,
40007238001,        MFBM,M,-,,,,,,,,,,,
40007239001,        MFBN,N,-,,,,,,,,,,,
40007240001,        MFBO,P,-,,,,,,,,,,,
40007241001,        MFBO,P,-,,,,,,,,,,,
40007242001,        MFBR,R,-,,,,,,,,,,,
40007243001,        MFBS,S,-,,,,,,,,,,,
40007244001,        MFBT,T,-,,,,,,,,,,,
40007245001,       MFBNC,NC Shape,-,,,,,,,,,,,
40007246001,   , Card Art ,0,24, Statonary  , Greeting Card ,  ,  ,  ,0,0,0,5,5
40007246001,       MPCA1,Card Art,-,,,,,,,,,,,
40007247001,   , Boxed Cards ,0,10, Stationary  ,  ,  ,  ,  ,0,0,0,1,1
40007247001,     MPBXCD3,Boxed Cards,-,,,,,,,,,,,
40007248001,       MPGC5,All Gift Card,-,,,,,,,,,,,
40007249001,      MMBEE1,Bee,-,,,,,,,,,,,
40007250001,     MMFRBR2,Frida Bracelet,-,,,,,,,,,,,
40007251001,     MMAFFB2,Affirmation,-,,,,,,,,,,,
40007252001,     MMAAFB3,Affirmation Bold,-,,,,,,,,,,,
40007253001,     MMEARP4,Earrings Post,-,,,,,,,,,,,
40007254001,     MMEARD5,Earring Drops,-,,,,,,,,,,,
40007255001,      MMBNK6,Bead Necklace,-,,,,,,,,,,,
40007256001,      MMWNK7,Wing Necklace,-,,,,,,,,,,,
40007257001,      MWLWV3,LS V-neck,-,,,,,,,,,,,
40007258001,      MWSSH1,Sweatshirt,-,,,,,,,,,,,
40007259001,      NCMBR1,Stack Bracelet,-,,,,,,,,,,,
40007260001,      NNRGL5,Raglan Orchid,-,,,,,,,,,,,
40007261001,      NNORE5,Oregon Acid,-,,,,,,,,,,,
40007262001,     NNLORS6,Loren SS,-,,,,,,,,,,,
40007263001,      NNMGT1,Margot Tank,-,,,,,,,,,,,
40007264001,     NNRXLS6,Roxanna LS,-,,,,,,,,,,,
40007265001,      NNMGR8,Morgan Gray,-,,,,,,,,,,,
40007266001,      NNRON2,Rona Heather,-,,,,,,,,,,,
40007267001,      NNRAG3,Feather Ragland,-,,,,,,,,,,,
40007268001,      NNRGN3,Reagan Grey,-,,,,,,,,,,,
40007269001,      NNDMRW,Del Mar Dress,-,,,,,,,,,,,
40007270001,      NNOAK4,Oak Harbor,-,,,,,,,,,,,
40007271001,   , Tumbler ,0,17, Giftware ,  ,  ,  ,  ,0,0,0,5,5
40007271001,      PTUMB2,Tumbler,-,,,,,,,,,,,
40007272001,   , Sticky Notes ,0,14, Stationary , Sticky Notes ,  ,  , Knock Knock ,0,0,0,5,5
40007272001,      PSNTS3,Sticky Notes,-,,,,,,,,,,,
40007273001,   , Address Book ,0,20, Stationary ,  ,  ,  ,  ,0,0,0,1,1
40007273001,      PADBK4,Address Book,-,,,,,,,,,,,
40007274001,   , Legal Pad ,0,9, Stationary , Notebook  ,  ,  ,  ,0,0,0,5,5
40007274001,     PLGLPD5,Legal Pad,-,,,,,,,,,,,
40007275001,   , Keychain - Various ,0,11, Accessory  , Keychain ,  ,  ,  ,0,0,0,1,1
40007275001,      PKC000,Keychain - Various,-,,,,,,,,,,,
40007276001,       PCGC8,All Gift Card,-,,,,,,,,,,,
40007277001,       PCGC9,All Gift Card,-,,,,,,,,,,,
40007278001,     PPLWIL2,Unders Willow Tank,-,,,,,,,,,,,
40007279001,    PPLASRF6,Glen Ridge Scarf,-,,,,,,,,,,,
40007280001,      PEHSV1,Gecko,-,,,,,,,,,,,
40007281001,      PEHSV2,Cafe au Lait,-,,,,,,,,,,,
40007282001,      PEHSV3,BlueBird,-,,,,,,,,,,,
40007283001,      PEHSV4,Flower Child,-,,,,,,,,,,,
40007284001,      PEHSV5,Majesty,-,,,,,,,,,,,
40007285001,      PEHSV6,Bubble Gum,-,,,,,,,,,,,
40007286001,      PEHSV7,Birthday Cake,-,,,,,,,,,,,
40007287001,      PEHSV8,Papillon en Blue,-,,,,,,,,,,,
40007288001,      PEHSV9,Bear Hugs,-,,,,,,,,,,,
40007289001,     PEHSV10,Football,-,,,,,,,,,,,
40007290001,     PEHSV11,Rubber Duck,-,,,,,,,,,,,
40007291001,     PEHSV12,Sprinkles,-,,,,,,,,,,,
40007292001,     PEHSV13,Clementine,-,,,,,,,,,,,
40007293001,     PEHSV14,Skull and Bones,-,,,,,,,,,,,
40007294001,     PEHSV15,Flower Power,-,,,,,,,,,,,
40007295001,     PEHSV16,Cupcake,-,,,,,,,,,,,
40007296001,      RLSKM7,Karmen,-,,,,,,,,,,,
40007297001,     RLSHNT8,Hunter,-,,,,,,,,,,,
40007298001,   , Haywood TKO Sz. 26 ,0,225, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007298001,    RDHTKO26,Haywood TKO Sz. 26,-,,,,,,,,,,,
40007299001,   , Haywood TKO Sz. 27 ,0,225, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007299001,    RDHTKO27,Haywood TKO Sz. 27,-,,,,,,,,,,,
40007300001,   , Haywood TKO Sz. 28 ,0,225, Apparel , Bottom , Pant , Denim  , Raleigh Denim ,0,0,0,2,2
40007300001,    RDHTKO28,Haywood TKO Sz. 28,-,,,,,,,,,,,
40007301001,   , Haywood TKO Sz. 29 ,0,225, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,3,3
40007301001,    RDHTKO29,Haywood TKO Sz. 29,-,,,,,,,,,,,
40007302001,    RDHTKO30,Haywood TKO Sz. 30,-,,,,,,,,,,,
40007303001,   , Haywood Black Sz. 24 ,0,180, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007303001,     RDHBL24,Haywood Black Sz. 24,-,,,,,,,,,,,
40007304001,     RDHBL25,Haywood Black Sz. 25,-,,,,,,,,,,,
40007305001,   , Haywood Black Sz. 26 ,0,180, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,2,2
40007305001,     RDHBL26,Haywood Black Sz. 26,-,,,,,,,,,,,
40007306001,     RDHBL27,Haywood Black Sz. 27,-,,,,,,,,,,,
40007307001,     RDHBL28,Haywood Black Sz. 28,-,,,,,,,,,,,
40007308001,     RDHBL29,Haywood Black Sz. 29,-,,,,,,,,,,,
40007309001,     RDHBL30,Haywood Black Sz. 30,-,,,,,,,,,,,
40007310001,    RDSLND26,Surry London Sz. 26,-,,,,,,,,,,,
40007311001,   , Surry London Sz. 27 ,0,215, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007311001,    RDSLND27,Surry London Sz. 27,-,,,,,,,,,,,
40007312001,   , Surry London Sz. 28 ,0,215, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007312001,    RDSLND28,Surry London Sz. 28,-,,,,,,,,,,,
40007313001,   , Surry London Sz. 29 ,0,215, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007313001,    RDSLND29,Surry London Sz. 29,-,,,,,,,,,,,
40007314001,   , Surry London Sz. 30 ,0,215, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007314001,    RDSLND30,Surry London Sz. 30,-,,,,,,,,,,,
40007315001,     RDSWH25,Surry White Sz. 25,-,,,,,,,,,,,
40007316001,   , Surry White Sz. 27 ,0,195, Apparel , Bottom , Pant , Denim  , Raleigh Denim ,0,0,0,1,1
40007316001,     RDSWH27,Surry White Sz. 27,-,,,,,,,,,,,
40007317001,   , Surry White Sz. 28 ,0,195, Apparel , Bottom , Pant , Denim  , Raleigh Denim ,0,0,0,4,4
40007317001,     RDSWH28,Surry White Sz. 28,-,,,,,,,,,,,
40007318001,     RDSWH29,Surry White Sz. 29,-,,,,,,,,,,,
40007319001,     RDSWH30,Surry White Sz. 30,-,,,,,,,,,,,
40007320001,     RDULL26,Union Lake Lure Sz. 26,-,,,,,,,,,,,
40007321001,     RDULL27,Union Lake Lure Sz. 27,-,,,,,,,,,,,
40007322001,   , Union Lake Lure Sz. 28 ,0,228, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007322001,     RDULL28,Union Lake Lure Sz. 28,-,,,,,,,,,,,
40007323001,     RDULL29,Union Lake Lure Sz. 29,-,,,,,,,,,,,
40007324001,     RDUIR25,Union Indigo Rinse Sz. 25,-,,,,,,,,,,,
40007325001,   , Union Indigo Rinse Sz. 26 ,0,228, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007325001,     RDUIR26,Union Indigo Rinse Sz. 26,-,,,,,,,,,,,
40007326001,   , Union Indigo Rinse Sz. 27 ,0,228, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,2,2
40007326001,     RDUIR27,Union Indigo Rinse Sz. 27,-,,,,,,,,,,,
40007327001,   , Union Indigo Rinse Sz. 28 ,0,228, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,2,2
40007327001,     RDUIR28,Union Indigo Rinse Sz. 28,-,,,,,,,,,,,
40007328001,     RDUIR29,Union Indigo Rinse Sz. 29,-,,,,,,,,,,,
40007329001,   , Union Indigo Rinse Sz. 30 ,0,228, Apparel , Bottom , Pant , Denim  , Raleigh Denim ,0,0,0,1,1
40007329001,     RDUIR30,Union Indigo Rinse Sz. 30,-,,,,,,,,,,,
40007330001,   , Dare Sz . 27 ,0,225, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007330001,     RDDAR27,Dare Sz . 27,-,,,,,,,,,,,
40007331001,     RDDAR28,Dare Sz . 28,-,,,,,,,,,,,
40007332001,     RDDAR29,Dare Sz . 29,-,,,,,,,,,,,
40007333001,     RDGAT26,Gates Sz. 26,-,,,,,,,,,,,
40007334001,   , Gates Sz. 27 ,0,265, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,2,2
40007334001,     RDGAT27,Gates Sz. 27,-,,,,,,,,,,,
40007335001,   , Gates Sz. 28 ,0,265, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007335001,     RDGAT28,Gates Sz. 28,-,,,,,,,,,,,
40007336001,   , Gates Sz. 29 ,0,265, Apparel , Bottom , Pant , Denim , Raleigh Denim ,0,0,0,1,1
40007336001,     RDGAT29,Gates Sz. 29,-,,,,,,,,,,,
40007337001,      RYPHM7,Point Hem SS,-,,,,,,,,,,,
40007338001,      RYMAXI,Maxi Dress,-,,,,,,,,,,,
40007339001,     RSCHAM1,Champagne Soap,-,,,,,,,,,,,
40007340001,     RCWUTR7,Wine Under the Tree,-,,,,,,,,,,,
40007341001,   , Rose ,0,28, Accessory  ,  ,  ,  ,  ,0,0,2,1,3
40007341001,     RCROSE8,Rose,-,,,,,,,,,,,
40007342001,   , Pinot Grigio ,0,28, Giftware , Candle ,  ,  , Rewind Candle  ,0,0,0,3,3
40007342001,     RCPGRI9,Pinot Grigio,-,,,,,,,,,,,
40007343001,      RCPNO1,Pinot Noir Candle,-,,,,,,,,,,,
40007344001,   , Sauvignon Blanc Candle ,0,28, Giftware  , Candle ,  ,  , Rewined Candle  ,0,0,1,0,1
40007344001,       RCSB1,Sauvignon Blanc Candle,-,,,,,,,,,,,
40007345001,      RCCAB2,Cabernet Candle,-,,,,,,,,,,,
40007346001,      RCMER3,Merlot Candle,-,,,,,,,,,,,
40007347001,     RCMMSA4,Mimosa Candle,-,,,,,,,,,,,
40007348001,   , Reisling Candle ,0,28, Giftware ,  ,  ,  ,  ,0,0,1,0,1
40007348001,     RCREIS5,Reisling Candle,-,,,,,,,,,,,
40007349001,     RCCHAM6,Champagne Candle,-,,,,,,,,,,,
40007350001,     RCSPIC6,Spiced Cider Candle,-,,,,,,,,,,,
40007351001,   , Chardonnay Candle ,0,28, Giftware , Candle ,  ,  , Rewind Candle  ,0,0,0,1,1
40007351001,     RCCHDN6,Chardonnay Candle,-,,,,,,,,,,,
40007352001,     RPBXCD2,Boxed Cards,-,,,,,,,,,,,
40007353001,       RPGC1,All Gift Card,-,,,,,,,,,,,
40007354001,      RPCWA1,Wall Art,-,,,,,,,,,,,
40007355001,      RRKAF4,Lola Kaftan,-,,,,,,,,,,,
