UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-CaryTotal Inventory
40000004551 ,   , Headbands of Hope , 48 , 0 , Accessory  , Headband ,  ,  , Headbands of Hope , 0 , 0 , 2 , 1 , 3
40000004552 ,   , Headbands of Hope , 48 , 0 , Accessory  , Headband ,  ,  , Headbands of Hope , 0 , 0 , 1 , 1 , 2
40000004553 ,   , Headbands of Hope , 48 , 0 , Accessory  , Headband ,  ,  , Headbands of Hope , 0 , 0 , 1 , 2 , 3
40000004554 ,   ,  , 56 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40000593563 ,   ,  , 23 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40004987001 ,   ,  , 24 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40005719001 ,   ,  , 15 , 0 ,  ,  ,  ,  ,  , 6 , 1 , 0 , 0 , 7
40005720001 ,   ,  , 15 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40005721001 ,   ,  , 8 , 0 ,  ,  ,  ,  ,  , 7 , 1 , 0 , 0 , 8
40005722001 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40005815001 ,   ,  , 16 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40005816001 ,   ,  , 18 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40006150001 ,   , Tank Seamless Sand , 26 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006151001 ,   , Tank Seamless Pink , 26 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006152001 ,   , Tank Seamless Coral , 26 , 0 , Apparel , Top , Tank ,  ,  , 0 , 0 , 0 , 2 , 2
40006153001 ,   , Classic 3/4 Sleeve Ivory , 38 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 3 , 1 , 4
40006200001 ,   , SS T-Shirt - Various , 34 , 0 , Apparel , Top , T Shirt ,  , Local Celebrity , 0 , 0 , 0 , 2 , 2
40006201001 ,   , LS Group Hug , 62 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006202001 ,   , LS Local Celebrity , 62 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006228001 ,   , Shane Cardigan , 94 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006238001 ,   , Black Skirt - Sale , 48 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006262001 ,   , Pant Slate-Black - Sale , 128 , 0 , Apparel , Bottom ,  ,  ,  , 0 , 0 , 0 , 6 , 6
40006273001 ,   , Jeans-Chloe Boot Onyx Sz. 27 , 116 , 0 , Apparel , Bottom , Pant , Denim ,  , 0 , 0 , 0 , 1 , 1
40006274001 ,   , Jeans-Chloe Boot Onyx Sz. 28 , 116 , 0 , Apparel , Bottom , Pant , Denim ,  , 0 , 0 , 0 , 1 , 1
40006275001 ,   , Jeans-Chloe Boot Onyx Sz. 29 , 116 , 0 , Apparel , Bottom , Pant , Denim ,  , 0 , 0 , 0 , 1 , 1
40006295001 ,   , Ankle Leggings - Black , 24 , 0 , Apparel , Bottom ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006300001 ,   , Lace Bandeau - Taupe , 28 , 0 , Apparel , Bandeau ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006302001 ,   , Lace Bandeau - Black , 28 , 0 , Apparel , Bandeau ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006305001 ,   , Lace Ivory/Floral Bralette , 38 , 0 , Apparel , Bralette ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006308001 ,   , Boyshort Combo pack - Various , 40 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40006312001 ,   , Ivory Slip , 34 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006319001 ,   , Thong Panties - Various Colors , 20 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 6 , 6
40006320001 ,   , Boy Short Panties - Various Co , 29 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 5 , 5
40006321001 ,   , Camisole-Various , 22 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006323001 ,   , Echotext Gloves - Various , 35 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006328001 ,   , Hat Color 805 , 38 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006329001 ,   , Gloves Color 474 , 35 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006333001 ,   , Gloves Color 524 , 35 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006336001 ,   , Scarf - B/W Color 003 , 58 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006339001 ,   , Grey Poof Trucker Cap , 28 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006340001 ,   , Bands/Hairties , 15 , 0 , Accessory ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006354001 ,   , Scarf - Vintage Pink , 79 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006356001 ,   , Headbands - Various , 22 , 0 , Accessory , Handbands ,  ,  , Headbands of Hope , 0 , 0 , 0 , 2 , 2
40006363001 ,   , Knit Beanie Style 2 , 80 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006370001 ,   , Natural Sea Sponge , 24 , 0 , Bath/Body ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006371001 ,   , Lemon Verbena Soap , 10 , 0 , Bath&Body , Soap ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006373001 ,   , Marine Soap , 10 , 0 , Bath&Body ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006375001 ,   , Watercress Mint Soap , 10 , 0 , Bath&Body , Soap ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40006376001 ,   , HoneySuckle Soap , 10 , 0 , Bath&Body , Soap ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006377001 ,   , Blood Orange Amber , 10 , 0 , Bath&Body ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006378001 ,   , Original Hand Cream , 26 , 0 , Bath&Body ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006379001 ,   , Original Parfum , 44 , 0 , Bath&Body ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006380001 ,   , Original Room Spray , 22 , 0 , Bath&Body ,  ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40006381001 ,   , Original Salve , 10 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006382001 ,   , Original Bath Salts , 12 , 0 , Bath&Body ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006383001 ,   , Citrus-Wet Wipes , 4 , 0 , Bath/Body ,  ,  ,  , Knock Knock , 0 , 0 , 0 , 5 , 5
40006384001 ,   , Tallboy-Wet Wipes , 4 , 0 , Bath/Body ,  ,  ,  , Knock Knock , 0 , 0 , 0 , 6 , 6
40006385001 ,   , Obsessive-Wet Wipes , 4 , 0 , Bath/Body ,  ,  ,  , Knock Knock , 0 , 0 , 0 , 6 , 6
40006407001 ,   , Soapdish , 18 , 0 , Giftware ,  ,  ,  , Fishes Eddy  , 0 , 0 , 0 , 1 , 1
40006414001 ,   , Kabuki 09 Parfum , 30 , 0 , Bath/Body , Parfum ,  ,  ,  , 0 , 0 , 0 , 5 , 5
40006415001 ,   , Honey Moon 10 Parfum , 30 , 0 , Bath/Body , Parfum ,  ,  ,  , 0 , 0 , 0 , 7 , 7
40006418001 ,   , Song in D Minor 13 Parfum , 30 , 0 , Bath/Body , Parfum ,  ,  ,  , 0 , 0 , 0 , 7 , 7
40006419001 ,   , Sugar Sugar 52 Parfum , 30 , 0 , Bath/Body , Parfum ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006420001 ,   , Marine Sel 54 Parfum , 30 , 0 , Bath/Body , Parfum ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006423001 ,   , Waltz 14 Bubble Bath , 36 , 0 , Bath/Body , Bubble Bath ,  ,  ,  , 0 , 0 , 0 , 10 , 10
40006426001 ,   , Opera Mint Lip Balm , 10 , 0 , Bath/Body , Lip Balm ,  ,  ,  , 0 , 0 , 0 , 16 , 16
40006428001 ,   , Rosewater Lip Balm , 10 , 0 , Bath/Body ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006431001 ,   , Honey & Moon 10 Candle , 12 , 0 , Bath/Body , Candle ,  ,  ,  , 0 , 0 , 0 , 10 , 10
40006437001 ,   , Bird Soap , 11 , 0 , Bath/Body , Soap ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40006438001 ,   , Eden 03 Lotion , 20 , 0 , Bath/Body , Lotion ,  ,  ,  , 0 , 0 , 0 , 22 , 22
40006439001 ,   , Dead Sexy 06 Lotion , 20 , 0 , Bath/Body , Lotion ,  ,  ,  , 0 , 0 , 0 , 5 , 5
40006444001 ,   , Marine Sel 54 Lotion , 20 , 0 , Bath/Body , Lotion ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006445001 ,   , Cosmetic Bags-Various , 14 , 0 , Accessory  , Pouch ,  ,  ,  , 0 , 0 , 0 , 9 , 9
40006475001 ,   , Terrarium Kit , 16 , 0 , Giftware , Bottle ,  ,  , Swell , 0 , 0 , 0 , 2 , 2
40006476001 ,   , Mason Jar Light , 12 , 0 , Giftware , Bottle ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006482001 ,   , Go to the Gym pillow , 88 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006498001 ,   , Original Candle , 30 , 0 , Accessory  , Candle ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006499001 ,   , Original Travel Candle , 10 , 0 , Giftware , Candle ,  ,  ,  , 0 , 0 , 0 , 7 , 7
40006500001 ,   , No Zipper Shopping Bags , 12 , 0 , Accessory  , Tote ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006501001 ,   , Zipper Shopping Bags , 15 , 0 , Accessory  , Handbags ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006505001 ,   , Various Scents , 16 , 0 , Bath&Body ,  ,  ,  ,  , 0 , 0 , 0 , 7 , 7
40006510001 ,   , Like a Boss Mug , 20 , 0 , Giftware , Mug ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006515001 ,   , Topography Cheese Tray , 35 , 0 , Giftware , Plate ,  ,  , Fishes Eddy , 0 , 0 , 0 , 3 , 3
40006516001 ,   , I Like You Mug , 19 , 0 , Giftware , Mug ,  ,  ,  , 0 , 0 , 0 , 8 , 8
40006517001 ,   , Polka Dot Milk Jug , 15 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006518001 ,   , Portion Control Plate , 12 , 0 , Giftware , Plate ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006519001 ,   , Intervention Mug , 15 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006520001 ,   , I Like You 8  Tray , 25 , 0 , Giftware , Plate ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40006523001 ,   , Artist Palette Tray , 35 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006525001 ,   , Hopside Down Glass , 20 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 1 , 1
40006529001 ,   , BeerBites , 18 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 1 , 1
40006540001 ,   , Party Bowling , 14 , 0 , Giftware ,  ,  ,  , Fred& Friends , 0 , 0 , 0 , 7 , 7
40006551001 ,   , Bunny Dish - Small , 22 , 0 , Giftware ,  ,  ,  , Fishes Eddy  , 0 , 0 , 0 , 1 , 1
40006558001 ,   , Pick-Up Line Coasters , 14 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 3 , 3
40006564001 ,   , Get It Together Comb , 27 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 3 , 3
40006565001 ,   , Pocket Knife , 20 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 2 , 2
40006570001 ,   , Yellow Bird Card Holder , 6 , 0 , Giftware ,  ,  ,  , Fishes Eddy  , 0 , 0 , 0 , 1 , 1
40006573001 ,   , Sticky Notes , 4 , 0 , Stationary  ,  ,  ,  , Knock Knock , 0 , 0 , 0 , 48 , 48
40006574001 ,   , Noodle Bowl , 100 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006575001 ,   , Flower Bowl-Small , 150 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006577001 ,   , Jug Rose Hand , 350 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006582001 ,   , Orange Blossom , 28 , 0 , Giftware , Candle ,  ,  , Prize Candles  , 0 , 0 , 0 , 1 , 1
40006583001 ,   , Produce Candel  , 28 , 0 , Bath/Body  , Candle ,  ,  , Produce , 0 , 0 , 14 , 11 , 25
40006584001 ,   , Honey Amber , 28 , 0 , Giftware , Candle ,  ,  , Prize Candles  , 0 , 0 , 0 , 4 , 4
40006586001 ,   , Vanilla Chai , 28 , 0 , Giftware , Candle ,  ,  , Prize Candles  , 0 , 0 , 0 , 2 , 2
40006618001 ,   , Yellow Flower pillow , 150 , 0 , Dicor , Pillow ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006621001 ,   , You+Me+We pillow , 140 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006624001 ,   , DARLING Canvas , 300 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006625001 ,   , Surprise Balls , 8 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006638001 ,   , 8 oz. Flask Team , 24 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 1 , 1
40006639001 ,   , Eco Satchet - various , 28 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 7 , 7
40006641001 ,   , Hangtite Towel-Various , 12 , 0 , Giftware  , Towel ,  ,  , Twisted Towel  , 0 , 0 , 1 , 14 , 15
40006644001 ,   , Graters Gonna Grate , 14 , 0 , Giftware  , Towel ,  ,  , Twisted Towel  , 0 , 0 , 1 , 0 , 1
40006654001 ,   , Recycled Record Coasters , 22 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 2 , 2
40006656001 ,   , Small Metal Frame , 28 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006658001 ,   , Copper Votive-Large , 11 , 0 , Dicor , Vase ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40006659001 ,   , Wood Sign-ADORED , 50 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006660001 ,   , Wood Sign-DARLING , 50 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006661001 ,   , Wood Sign-SUNSHINE , 50 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006668001 ,   , Stacked Geo Small Frame , 26 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006672001 ,   , Float Glass , 9 , 0 , Giftware ,  ,  ,  , Fishes Eddy  , 0 , 0 , 0 , 1 , 1
40006677001 ,   , White Vase/Candleholder , 34 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006680001 ,   , Yellow Chunky Vase , 16 , 0 , Dicor , Vase ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006686001 ,   , Cotton Throw , 50 , 0 , Dicor , Throw ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40006688001 ,   , Jeweled Votive , 22 , 0 , Dicor , Vase ,  ,  ,  , 0 , 0 , 0 , 5 , 5
40006689001 ,   , Star Votive , 22 , 0 , Dicor , Geo Rocks ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006693001 ,   , Wooden Frame P/W Small , 45 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006694001 ,   , Wooden Frame P/W Large , 85 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006701001 ,   , Candlestick Various , 34 , 0 , Giftware , Wine Glass ,  ,  , Fred&Friends , 0 , 0 , 0 , 1 , 1
40006702001 ,   , Blue Vase-Large , 34 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006710001 ,   , Linden & Dark Moss-small , 12 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006718001 ,   , Mediterranean Fig , 8 , 0 , Bath/Body ,  ,  ,  ,  , 0 , 0 , 0 , 7 , 7
40006719001 ,   , White Tea & Ginger , 8 , 0 , Bath/Body ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006720001 ,   , Eucalyptus Peppermint , 8 , 0 , Giftware ,  ,  ,  ,  , 0 , 0 , 0 , 7 , 7
40006727001 ,   , Pocket Monkey , 18 , 0 , Giftware ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 5 , 5
40006732001 ,   , Pocket Notepad , 8 , 0 , Stationary  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006736001 ,   , Pocket Notebooks , 12 , 0 , Stationary  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006743001 ,   , Weekly List , 14 , 0 , Stationary  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006745001 ,   , Bohemian Paper Pen Set , 11 , 0 , Stationary ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006746001 ,   , Woodland Paper Pen Set , 11 , 0 , Stationary ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006750001 ,   , Wrapping Paper , 8 , 0 , Giftware , Wrapping ,  ,  ,  , 0 , 0 , 0 , 24 , 24
40006753001 ,   , Multi-Colored Clutch , 48 , 0 , Accessory ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006760001 ,   , Darcy - Various , 98 , 0 , Accessory ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006763001 ,   , Darcy Platinum , 98 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006765001 ,   , Tilda Black Clutch , 78 , 0 , Accessory  , Wallet ,  ,  , Hobo , 0 , 0 , 0 , 1 , 1
40006767001 ,   , Lauren Caramel Multi , 128 , 0 , Accessory  , Wallet ,  ,  , Hobo , 0 , 0 , 0 , 1 , 1
40006770001 ,   , Lauren Merlot , 110 , 0 , Accessory  , Wallet ,  ,  , Hobo , 0 , 0 , 0 , 1 , 1
40006780001 ,   , Madelyn Purse - Diamond Snake , 258 , 0 , Accessory  , Handbag ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006782001 ,   , Duff Purse 5406 , 86 , 0 , Accessory ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006833001 ,   , Various Bamboo Reading Glasses , 25 , 0 , Accessory  , Readers ,  ,  , Blue Planet  , 0 , 0 , 0 , 36 , 36
40006840001 ,   , Margeaux Pink , 98 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006845001 ,   , Classic Fox Pink , 179 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006848001 ,   , LaFemme Blue , 179 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006849001 ,   , Classic Fox Honey , 179 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006850001 ,   , Twiggy Black , 179 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40006881001 ,   , Thread Necklace , 10 , 0 , Accessory  , Necklace ,  ,  , Luckey Feather , 0 , 0 , 6 , 0 , 6
40006909001 ,   , Brown/Black Diamond Square Bra , 72 , 0 , Apparel , Bralette ,  ,  ,  , 0 , 0 , 0 , 11 , 11
40006938001 ,   , Socks , 20 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006941001 ,   , Various Sunglasses , 42 , 0 , Accessory  , Sunglasses ,  ,  , Blue Planet , 0 , 0 , 1 , 12 , 13
40006942001 ,   , Black w/Boot Lace , 25 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40006943001 ,   , Chenille Socks - Onyx , 12 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006948001 ,   , Orange is the New Black , 25 , 0 , Stationary  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40006950001 ,   , Hello Kitty Nail Art , 18 , 0 , Stationary  ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40007010001 ,   , MakeUp Tutorial , 17 , 0 , Stationary  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40007020001 ,   , Hair Tutorial , 20 , 0 , Stationary  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40007024001 ,   , Cosmetic Pouch , 26 , 0 , Accessory  , Pouch ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40007025001 ,   , Cosmetic Bag , 46 , 0 , Accessory  , Pouch ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40007026001 ,   , Best Day Ever Pillow , 88 , 0 , Dicor ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
